Purchased_equipment_id,Equipment_type,Amount_of_equipment,Order_time,Place_id,Class_id
28258,1728,836152,79 minutes,41989,75676
28259,1167,793335,268 years,96708,14375
28260,545,360073,34 years,89622,56194
28261,12369,510896,136 mons,65849,27105
28262,63496,326133,71 years,27421,83286
28263,96358,107131,120 minutes,41578,26924
28264,66789,492706,134 minutes,4203,52324
28265,69145,525561,243 weeks,94315,51763
28266,95971,841413,211 years,18825,5818
28267,89701,354087,248 weeks,45647,41462
28268,43087,719880,14 mons,17590,58863
28269,14700,486113,104 mons,86676,86716
28270,25955,935245,241 mons,29070,47406
28271,70217,669122,232 mons,98391,90243
28272,83456,12622,79 mons,60922,3999
28273,4724,93978,133 minutes,86026,24086
28274,43246,872088,166 minutes,78948,42898
28275,5747,233808,61 mons,53970,50748
28276,1316,279470,84 mons,31366,36932
28277,80851,375248,88 days,64453,91588
28278,97123,955868,104 hours,67420,79410
28279,17679,904315,156 hours,35512,40643
28280,12281,203829,93 hours,50852,53700
28281,86874,226222,14 hours,60539,98837
28282,89473,650795,105 years,16294,20408
28283,75982,528290,224 years,64775,17180
28284,59644,793156,210 mons,6665,73769
28285,12260,818584,251 hours,31259,87172
28286,90998,181545,155 minutes,61690,34425
28287,58891,727271,119 days,36630,7620
28288,23334,533344,36 years,6937,58737
28289,68728,783846,189 hours,20499,41603
28290,19540,215700,196 mons,91178,27330
28291,37568,169364,224 mons,75393,45773
28292,90195,440817,263 mons,75124,25351
28293,79298,289417,174 years,72335,51285
28294,15940,13632,183 minutes,28201,13743
28295,36758,852907,9 years,88435,48512
28296,49347,339860,40 mons,99660,70814
28297,9134,541153,240 mons,99045,71248
28298,9385,803775,192 minutes,63732,88778
28299,55647,666325,112 minutes,88461,90516
28300,27974,909349,255 weeks,21279,27508
28301,5533,928806,107 days,82388,73836
28302,14890,533411,126 days,80070,44639
28303,58704,57484,0 weeks,34419,68752
28304,52396,471184,0 days,29833,15345
28305,96929,835164,246 days,24882,26747
28306,80042,721213,98 days,22603,42611
28307,73053,427006,236 mons,90137,16565
28308,58910,662569,244 minutes,3770,49113
28309,20686,66616,299 minutes,87005,41182
28310,48439,646576,239 weeks,61761,27903
28311,15077,370489,182 mons,95552,69761
28312,68109,512265,61 weeks,68508,84143
28313,17287,360664,198 years,39509,87044
28314,7741,109541,188 weeks,29877,79355
28315,92566,429812,73 hours,14488,91124
28316,40676,506026,60 days,42256,61616
28317,96750,748078,251 years,73525,74840
28318,50441,33194,161 days,34893,78541
28319,58634,576248,285 mons,51378,87725
28320,53860,390611,217 hours,39599,34318
28321,50485,603839,48 mons,61347,55268
28322,87131,280890,113 days,15130,84438
28323,35643,886513,135 hours,1830,5170
28324,35907,661883,293 years,91651,72058
28325,6998,781013,289 hours,51433,78990
28326,77550,356674,209 days,50069,3204
28327,29187,1312,232 mons,98063,40962
28328,31351,345586,164 years,39811,72255
28329,84283,7447,6 weeks,83668,2275
28330,40702,705894,222 weeks,17999,20535
28331,62875,392660,39 minutes,30393,4507
28332,82688,685432,164 days,67235,27311
28333,61459,530029,189 weeks,56211,29408
28334,99840,224966,134 mons,7829,46606
28335,41439,155886,255 weeks,38434,83611
28336,36982,730864,230 minutes,75013,22519
28337,34613,83478,180 minutes,10579,96597
28338,65765,37370,55 years,91370,56192
28339,85866,878245,100 hours,73336,72293
28340,77543,538916,115 years,63699,91544
28341,6568,634742,98 weeks,7156,61488
28342,48272,670438,261 hours,58119,51204
28343,4815,31918,262 minutes,5018,8069
28344,25960,84923,28 days,4815,58600
28345,70243,718282,22 mons,46431,87317
28346,65649,581076,56 years,53170,53757
28347,40572,427145,198 mons,87061,78953
28348,77955,854596,160 mons,9244,64659
28349,45171,307478,163 weeks,27523,73371
28350,44641,778588,69 minutes,63657,12875
28351,3838,422123,289 mons,35904,71214
28352,10145,541969,218 hours,93554,40415
28353,1070,657285,37 weeks,68396,88367
28354,56339,858763,276 weeks,40323,16245
28355,67180,219885,106 mons,4719,71775
28356,51759,90935,56 minutes,22394,14318
28357,82493,781959,64 mons,18839,44035
28358,51796,442320,187 weeks,1724,36207
28359,93721,791166,100 days,77310,36355
28360,4999,659544,54 mons,17391,17398
28361,397,735531,120 years,33283,85851
28362,84959,643851,201 hours,73377,35665
28363,43021,762171,280 minutes,9596,13204
28364,47377,713421,179 minutes,86812,76974
28365,28695,857666,111 mons,21220,48164
28366,29615,17865,104 years,77788,94021
28367,4603,742473,187 days,84583,59936
28368,26321,55661,135 hours,9292,93444
28369,15687,797893,157 years,96242,7985
28370,4282,805348,287 weeks,36618,13978
28371,23843,64341,117 years,20739,13101
28372,30568,422874,12 minutes,37730,94000
28373,3622,670485,248 weeks,93732,6777
28374,27908,339234,173 hours,68199,5020
28375,59213,42277,188 days,76330,75802
28376,90620,914632,38 mons,19363,19729
28377,46150,512899,203 years,59465,68474
28378,54550,922204,149 weeks,42568,25538
28379,91774,55140,193 minutes,66835,65947
28380,42077,347271,54 mons,52851,70856
28381,42575,608922,115 hours,3055,4259
28382,17499,652558,127 hours,88299,27425
28383,42004,757769,224 mons,55764,92255
28384,37210,557369,226 minutes,90125,65659
28385,33489,763714,162 days,98988,57370
28386,75326,930245,128 mons,11780,17463
28387,10501,919391,22 years,88074,40050
28388,20830,576797,147 years,74515,21814
28389,57375,493912,289 days,70610,30218
28390,57869,904817,249 days,89611,72262
28391,8274,722840,90 hours,62823,29822
28392,73374,787196,185 mons,60850,37363
28393,33375,323893,5 mons,85424,53686
28394,95498,510945,213 years,71101,79536
28395,65255,175873,33 minutes,90536,9709
28396,68248,834896,65 weeks,90847,11540
28397,69771,123568,71 weeks,96862,819
28398,91074,348051,192 years,78755,52662
28399,6452,842081,132 mons,72611,75542
28400,17994,593536,13 days,98902,39234
28401,35976,745667,116 days,67941,51126
28402,7937,310193,42 hours,31350,55488
28403,22826,633496,120 minutes,91803,71443
28404,74038,735187,40 weeks,96290,74138
28405,7662,746123,66 minutes,68214,68409
28406,73865,643713,284 weeks,34168,95416
28407,75978,826773,222 minutes,43569,26669
28408,10553,511486,156 years,76972,7765
28409,80297,772627,171 years,20853,64786
28410,52707,162573,50 mons,31723,60655
28411,24358,150671,284 minutes,41668,21142
28412,32856,120944,209 hours,20694,24008
28413,1525,226589,40 years,19915,80748
28414,36187,301960,259 days,76734,65841
28415,8314,302847,172 hours,82251,74580
28416,42273,313278,93 mons,3229,32969
28417,91699,17341,5 minutes,34167,16980
28418,91790,85603,53 mons,9385,72272
28419,13035,286827,215 mons,91648,76087
28420,41049,639728,12 years,58294,71904
28421,96624,307720,79 weeks,94596,77346
28422,45121,467043,190 years,5646,61809
28423,52630,309796,293 weeks,35322,82362
28424,50651,151191,6 years,40649,5052
28425,94967,220066,21 hours,82701,28032
28426,85827,806295,211 days,44890,82546
28427,25867,263916,77 hours,10971,14096
28428,32310,363324,129 weeks,8771,34746
28429,49015,124512,174 years,98983,24208
28430,65365,600713,170 mons,84537,72324
28431,29142,2309,132 weeks,10253,97519
28432,97957,167306,179 days,76955,49168
28433,60057,150687,100 mons,47715,91927
28434,10066,810758,288 mons,19159,51207
28435,6855,920662,166 weeks,2063,29538
28436,77081,681055,141 days,30521,99211
28437,24063,961032,241 mons,17641,27862
28438,84880,41552,17 mons,93065,57528
28439,56493,413227,213 minutes,25352,77571
28440,5335,885277,296 days,79638,22056
28441,82169,267157,99 years,46647,29268
28442,37186,200908,83 hours,40082,86933
28443,40821,513643,1 hours,11477,92981
28444,72374,422165,224 days,59103,83355
28445,65216,344280,262 minutes,78455,71314
28446,57179,571041,32 mons,37259,78271
28447,84560,327536,170 mons,70734,36838
28448,36982,845241,273 years,60135,82922
28449,90286,428309,204 weeks,40278,90522
28450,90757,727948,139 weeks,49255,14238
28451,2991,176004,183 years,25244,89122
28452,41781,900532,126 weeks,10646,30039
28453,10260,367510,128 years,74476,10087
28454,72553,874852,34 mons,11143,38833
28455,49596,795924,109 days,7594,97727
28456,64501,419047,26 mons,20862,92844
28457,36003,361307,201 mons,85690,98162
28458,5970,65854,254 years,4274,84539
28459,60855,591429,159 hours,37506,49905
28460,98995,228983,284 weeks,24599,49383
28461,80353,548829,232 mons,69817,934
28462,45393,698974,229 hours,5055,7548
28463,32401,257613,67 mons,76675,70339
28464,13870,282550,171 weeks,78887,95000
28465,53609,527283,109 years,89713,97021
28466,81986,332150,193 weeks,80131,50814
28467,33430,483702,150 days,4143,61839
28468,65228,537185,21 years,29597,91041
28469,88036,621200,221 days,99687,47078
28470,19630,427429,148 mons,24117,88266
28471,90161,832803,8 weeks,92454,33613
28472,14326,185469,90 years,18302,23873
28473,79027,336859,24 weeks,3554,43941
28474,96453,110367,114 years,97194,18902
28475,13519,921782,209 days,53641,66213
28476,6659,940840,138 weeks,26616,77592
28477,9341,547634,290 years,6025,4846
28478,49674,541583,23 years,94327,30608
28479,81958,498054,68 mons,716,82717
28480,3652,200479,233 days,96278,68059
28481,20458,760939,175 minutes,69293,28
28482,19035,701326,147 hours,78642,92326
28483,78500,298524,16 weeks,56599,27976
28484,10517,769681,231 hours,64720,88343
28485,8632,677829,71 minutes,49164,14831
28486,40,158322,156 mons,30583,55760
28487,13619,284212,298 years,17795,22924
28488,79676,13760,98 minutes,50249,27034
28489,8259,71195,205 minutes,98524,99161
28490,85482,250455,130 minutes,99249,18336
28491,93731,27424,2 days,7736,32
28492,32629,844693,205 minutes,38808,32782
28493,99994,667500,227 years,20897,6425
28494,21150,527049,287 weeks,10496,49010
28495,96230,365616,66 days,69231,63455
28496,40923,409582,105 days,2930,71605
28497,8532,385385,268 weeks,9177,88782
28498,3014,892355,295 mons,75094,67165
28499,17344,528647,72 minutes,23589,69566
28500,28113,800579,149 days,15841,3236
28501,91345,513978,219 days,15958,24379
28502,23596,223248,2 hours,39927,77211
28503,62728,435810,168 minutes,85238,92366
28504,8129,830752,289 minutes,95303,79412
28505,26287,613023,147 years,82295,36356
28506,5321,528328,239 weeks,26507,43284
28507,56349,855063,245 years,75184,45396
28508,77494,215046,101 hours,85015,50266
28509,28594,62070,113 weeks,39779,37805
28510,16770,822046,133 minutes,48428,63879
28511,18742,38836,234 hours,75602,60640
28512,57558,124278,205 hours,11334,21992
28513,91650,522945,8 minutes,22985,27341
28514,72691,408627,107 mons,66512,8547
28515,95248,135207,171 minutes,90727,15783
28516,90079,685839,5 weeks,84200,94440
28517,82621,424982,86 years,78831,74351
28518,71754,1623,79 minutes,15101,54691
28519,91378,269734,175 hours,50159,86972
28520,93208,942280,52 hours,25902,15045
28521,15459,70563,167 days,37173,48066
28522,47537,331452,174 mons,13471,56463
28523,85245,745947,249 hours,45436,29255
28524,31134,958398,76 mons,531,36048
28525,24322,593240,194 weeks,83778,75119
28526,24255,243700,7 mons,31757,44828
28527,19794,406946,272 hours,92469,98563
28528,8369,406337,20 hours,29845,8781
28529,59684,965992,137 weeks,45400,9127
28530,87066,225747,73 hours,27502,36327
28531,97182,577699,144 minutes,86223,96575
28532,26031,590764,121 days,42456,91164
28533,19948,395365,102 mons,89033,40696
28534,12926,504400,219 mons,4755,2609
28535,67131,688424,78 years,14998,68579
28536,59578,99375,111 minutes,40144,27914
28537,10300,193418,134 years,2736,14856
28538,67770,817156,136 years,6909,37148
28539,30083,410203,125 weeks,91265,99523
28540,59599,225117,74 weeks,76725,80930
28541,19408,109752,179 years,3375,29398
28542,98636,617206,140 days,32734,76380
28543,97101,845659,20 hours,57012,42169
28544,52266,443545,217 years,77649,13620
28545,11941,109023,7 mons,49063,42733
28546,14729,45998,115 days,34915,13497
28547,29604,557691,256 hours,42529,74590
28548,96756,103814,299 minutes,91909,65689
28549,85907,471797,74 days,45579,86481
28550,93165,436029,276 mons,81886,99980
28551,60802,424343,47 days,83472,36719
28552,20157,156553,290 hours,9615,47105
28553,54595,784754,90 minutes,70193,91479
28554,17298,856995,106 days,19198,66294
28555,57379,832344,277 mons,73939,3562
28556,52006,188666,207 mons,52245,65444
28557,23375,989669,152 days,25119,40329
28558,52889,822734,74 years,37560,3804
28559,95166,494652,234 minutes,48984,63990
28560,82635,707595,129 days,79713,51609
28561,5759,792093,73 years,40704,42484
28562,90936,346561,41 mons,27099,60284
28563,43785,611790,207 days,96542,5285
28564,91797,640550,252 hours,94332,17952
28565,67246,169367,279 mons,76799,90585
28566,80031,72734,187 mons,98938,86583
28567,31879,27539,133 mons,40496,70924
28568,51679,899994,66 weeks,99836,31074
28569,71051,312780,120 mons,93685,87177
28570,99557,522325,180 hours,62232,32610
28571,24804,560815,167 days,61421,48717
28572,97374,64012,37 years,88887,76674
28573,57405,947303,287 weeks,92804,80317
28574,47200,252734,108 mons,47248,82878
28575,28345,303548,58 weeks,13650,1052
28576,86839,119293,276 hours,85560,92019
28577,35551,942726,225 weeks,7467,86032
28578,69843,610841,181 hours,71056,49024
28579,10507,153103,182 years,60461,13474
28580,58074,714963,9 hours,33029,92598
28581,68365,97817,72 hours,98049,69149
28582,14711,767255,119 hours,23285,78981
28583,79332,519614,97 minutes,32607,87273
28584,46618,821206,220 hours,37594,75112
28585,85490,158739,50 years,55441,9842
28586,71825,623894,157 days,77615,47942
28587,86249,251364,126 weeks,73193,25485
28588,89689,187417,19 weeks,61109,67668
28589,26321,999359,156 mons,64604,58133
28590,64848,166465,102 hours,49290,62494
28591,77370,546786,190 years,58093,98283
28592,77260,471708,203 minutes,93038,48584
28593,90707,629659,290 mons,11205,75671
28594,61831,121275,276 mons,85671,60376
28595,94984,931940,36 weeks,29677,32327
28596,82345,924249,20 minutes,51641,37765
28597,7630,106546,215 hours,85441,21365
28598,42474,999089,48 minutes,79962,89844
28599,88230,531494,28 hours,94257,73881
28600,41919,426201,111 hours,89423,99889
28601,24282,768967,226 years,77741,74018
28602,20665,587136,148 weeks,14992,93175
28603,18919,306763,211 years,41884,10337
28604,43153,121053,117 hours,59886,33898
28605,11514,978991,61 years,88666,31644
28606,53681,603722,224 days,27105,33623
28607,68843,251266,164 minutes,6720,19649
28608,63404,751756,189 weeks,85364,47981
28609,46876,852481,293 hours,14858,41897
28610,29054,581702,197 days,84469,48352
28611,20204,152913,27 weeks,19198,870
28612,60542,420955,51 years,52005,89646
28613,37187,398473,251 mons,90778,31107
28614,17289,617392,294 hours,99057,29371
28615,59849,218946,29 minutes,33757,55312
28616,82697,530122,22 mons,25120,42634
28617,68566,109969,208 mons,31663,99005
28618,80497,202230,127 weeks,60248,44621
28619,68260,573636,145 minutes,88963,86925
28620,4203,190992,292 minutes,14599,30848
28621,1909,221858,177 mons,37652,32283
28622,43822,535838,104 years,35011,71335
28623,85283,993665,207 years,3208,55842
28624,1788,936158,178 minutes,58491,2866
28625,62406,647712,282 years,29977,7928
28626,42654,54591,76 hours,62762,33711
28627,46923,363044,166 weeks,28885,83139
28628,90563,646964,280 hours,59831,60009
28629,50308,57338,283 mons,78568,68423
28630,48761,232979,42 weeks,33865,18407
28631,54519,255815,74 weeks,46350,38832
28632,30576,47015,42 hours,84909,38225
28633,11015,796148,24 minutes,83243,69826
28634,9012,816552,123 mons,61222,49811
28635,51283,739891,43 minutes,57905,58848
28636,85017,452373,123 hours,38787,63196
28637,19246,783244,180 days,35115,86071
28638,50598,881253,68 weeks,98105,9086
28639,83208,992308,228 minutes,85417,16312
28640,57697,533903,189 years,88298,81587
28641,7895,601514,279 mons,72633,63463
28642,87263,256689,15 minutes,64111,95125
28643,65489,57364,168 hours,47940,57873
28644,85846,926340,69 mons,80576,61623
28645,4568,599485,224 weeks,1059,21443
28646,23435,516510,39 minutes,75641,51337
28647,67947,821784,111 mons,38806,73405
28648,34364,169139,285 minutes,38627,13566
28649,91309,332767,68 mons,83087,69004
28650,14894,71899,157 minutes,87041,11164
28651,93216,57625,135 minutes,38515,68732
28652,18010,926040,176 hours,95602,36486
28653,79680,478752,220 minutes,16444,97709
28654,87437,852744,294 minutes,29257,89835
28655,70789,317990,283 weeks,41938,96876
28656,61996,844901,299 hours,58631,93189
28657,89761,727887,40 mons,26812,9863
28658,14128,406769,254 years,66100,46467
28659,59067,250522,163 weeks,5680,61000
28660,82253,731439,92 days,89561,33543
28661,51579,508633,43 weeks,72270,72922
28662,81637,613710,276 days,77635,96215
28663,86064,503549,140 days,8306,22657
28664,30822,699545,106 years,75431,77730
28665,50126,216474,61 weeks,14619,94584
28666,88870,201187,268 minutes,35940,67537
28667,84722,11300,124 weeks,40160,30800
28668,34253,943107,16 mons,53623,75936
28669,1224,173341,199 years,39802,24151
28670,36343,587097,120 mons,42544,80381
28671,75304,444890,245 mons,68670,20725
28672,65812,226557,170 days,76405,34424
28673,93827,451362,194 weeks,13342,94897
28674,69351,343925,295 weeks,83297,77250
28675,92583,41622,163 mons,58331,9490
28676,15060,661596,89 years,98416,91224
28677,74879,746724,42 minutes,71571,33672
28678,78188,307973,32 mons,81548,34323
28679,30737,52424,132 days,28388,26262
28680,71096,332893,89 days,57828,72916
28681,78634,92928,172 minutes,87479,58273
28682,43227,586068,267 days,78682,40962
28683,30687,77640,143 weeks,60033,77283
28684,53980,243003,22 years,81835,25476
28685,65680,285001,89 weeks,51127,60411
28686,94462,400753,204 days,55947,41614
28687,27539,258800,45 weeks,64332,76346
28688,299,11388,189 weeks,62632,2261
28689,54781,655930,34 years,46909,94260
28690,58788,749857,195 days,50041,88836
28691,61575,197607,138 minutes,25580,60633
28692,67750,948702,275 hours,67390,2414
28693,43795,996742,199 hours,86750,1891
28694,17208,468055,188 minutes,99874,69282
28695,99236,754449,187 minutes,930,36239
28696,5113,834924,204 weeks,16045,46813
28697,23292,868894,120 years,10323,93039
28698,43575,97828,27 hours,79590,99544
28699,62739,298046,191 weeks,93689,46053
28700,81517,992887,272 hours,64213,9736
28701,46571,401524,69 minutes,71067,53783
28702,17130,239915,81 years,53820,35708
28703,26519,459746,15 mons,12649,74882
28704,73542,57748,96 weeks,4681,37273
28705,17019,539559,114 mons,28485,48103
28706,8726,995234,137 minutes,87465,42627
28707,10942,240252,12 minutes,68124,79257
28708,34002,381969,133 days,44236,10892
28709,20518,432354,191 years,32750,64940
28710,3061,374935,26 days,54731,34856
28711,20561,511180,181 hours,76617,55059
28712,71785,782016,128 years,42748,49304
28713,10881,985962,210 years,26167,62472
28714,21493,236825,244 hours,93854,74366
28715,51192,957134,41 years,412,42814
28716,38415,465309,37 mons,89245,1276
28717,89416,686925,262 mons,28916,23128
28718,65390,687579,266 years,25242,44836
28719,31010,955021,209 weeks,58467,16748
28720,93300,309582,267 years,98108,7519
28721,80327,539005,272 mons,69248,4192
28722,29466,92264,102 years,94405,7382
28723,52215,164485,255 minutes,12075,42936
28724,39557,770883,295 minutes,17515,86168
28725,10228,951894,161 days,76307,2009
28726,29333,329318,18 hours,66910,27347
28727,68369,635990,0 minutes,61121,63937
28728,889,943116,251 hours,28642,12102
28729,73851,66480,120 days,87802,65971
28730,60123,539050,26 hours,1438,64432
28731,69210,189964,15 years,55694,13582
28732,78703,417066,46 minutes,89592,2127
28733,98216,678136,48 weeks,69383,28467
28734,11993,570663,16 hours,24729,90505
28735,63795,52066,245 years,50902,30177
28736,37844,987907,207 minutes,72038,66278
28737,24008,354839,34 mons,47053,97287
28738,66208,383470,150 hours,68876,39358
28739,67264,723814,91 hours,59496,56946
28740,93290,225992,177 mons,74296,77243
28741,82598,398991,10 hours,67326,10921
28742,67647,379612,164 days,43230,82540
28743,37495,23079,122 days,2422,42124
28744,55822,463975,90 days,96015,39231
28745,30148,106493,24 minutes,91791,62780
28746,78796,664311,95 days,14668,42981
28747,45468,57261,254 days,95082,89912
28748,96066,776307,297 minutes,80223,21061
28749,72401,610897,278 years,43986,29925
28750,62207,251344,112 hours,74480,42035
28751,13763,604614,157 mons,62640,56323
28752,73106,161797,151 hours,49942,45616
28753,33788,732639,160 weeks,92376,66257
28754,44168,852511,290 minutes,8032,989
28755,74699,906600,295 hours,61060,62472
28756,51148,876639,279 weeks,32958,86472
28757,66369,340957,249 mons,88257,38892
28758,7447,603304,125 mons,47130,22922
28759,60387,224526,115 days,14142,49369
28760,81044,692647,122 days,52227,90994
28761,68373,575696,234 weeks,70555,33513
28762,27693,377824,279 weeks,92733,88326
28763,9326,457341,170 hours,19251,98677
28764,14391,505944,181 hours,71250,8834
28765,49016,929964,170 hours,18140,91218
28766,18887,67679,22 days,5415,26856
28767,18464,3932,285 weeks,10051,71460
28768,72810,265123,156 mons,69349,53783
28769,69000,192753,53 days,56448,51708
28770,81894,321846,29 mons,14317,74216
28771,5641,322519,292 hours,16080,27219
28772,67372,487334,280 mons,45465,48097
28773,55894,162242,246 days,29355,25144
28774,25879,566014,192 years,88628,68315
28775,90962,186849,78 mons,3274,73872
28776,45059,775534,167 years,44564,93779
28777,81352,530143,91 mons,5655,19458
28778,29953,170862,35 years,1067,33860
28779,984,831232,7 weeks,24902,66457
28780,56888,815324,187 minutes,47127,59867
28781,72626,419709,53 weeks,97744,61105
28782,64876,944207,195 years,15966,17990
28783,18603,319559,112 mons,38145,55323
28784,23540,145316,51 hours,790,14931
28785,64704,853359,225 weeks,74538,11005
28786,57123,44840,236 mons,48968,81654
28787,37164,789598,97 minutes,91813,43397
28788,996,8073,158 mons,34989,79448
28789,23389,264789,176 hours,36938,84278
28790,15890,522566,32 minutes,62280,5778
28791,69536,438750,142 weeks,96013,78333
28792,96032,287778,176 days,69129,65059
28793,61937,50231,44 mons,56822,66768
28794,88466,447397,19 hours,87149,93146
28795,72468,742183,77 days,11671,5564
28796,40079,532387,29 days,43195,46338
28797,3481,212917,53 mons,11267,55887
28798,90224,124105,253 years,40378,51016
28799,81773,827819,283 years,5534,9739
28800,63618,456732,222 mons,12862,71145
28801,97947,713399,267 minutes,40824,15230
28802,46506,638471,151 mons,63052,48330
28803,33801,429730,269 years,40320,34904
28804,2540,769776,267 minutes,46232,60714
28805,2371,651940,138 mons,74206,50927
28806,42409,711261,86 weeks,70840,53306
28807,25927,351800,47 weeks,29531,25376
28808,9843,147373,206 minutes,43063,39965
28809,98371,196874,3 years,56916,81526
28810,57639,642788,295 mons,53140,41626
28811,19410,419235,2 minutes,86599,34299
28812,55449,16005,191 mons,70940,82938
28813,36012,487224,76 weeks,8399,34117
28814,92816,266738,41 minutes,38682,3004
28815,22345,676226,17 mons,54051,10840
28816,31942,795613,284 mons,29454,5983
28817,6237,747889,279 mons,81891,12348
28818,92742,713157,179 days,53783,94117
28819,72810,765216,269 days,93343,92144
28820,46176,637405,73 hours,3564,28108
28821,29620,783218,182 mons,6957,64185
28822,49812,615336,218 hours,30964,25837
28823,40946,446467,279 weeks,61954,26744
28824,93237,673876,162 years,5854,96051
28825,43700,339837,38 minutes,88307,9799
28826,56674,132569,79 minutes,4786,12894
28827,66886,517092,287 minutes,25232,96627
28828,85274,187977,130 hours,54447,16986
28829,43983,714340,286 mons,80414,50646
28830,5736,931030,19 days,65699,30342
28831,96091,648991,29 minutes,13095,65311
28832,53571,304032,290 days,65811,98273
28833,47266,906984,157 years,65019,40489
28834,80692,169632,151 hours,71325,12890
28835,28448,750465,22 mons,27057,63987
28836,73935,681480,98 minutes,55154,25027
28837,37467,998677,169 days,54128,3062
28838,62730,32666,249 days,85866,23432
28839,26172,912735,212 hours,75549,30051
28840,5563,411732,244 hours,76751,49787
28841,37715,435359,172 days,1309,61702
28842,36048,607569,297 mons,13554,74669
28843,25698,155183,291 mons,15823,64936
28844,13176,344174,113 days,69136,41530
28845,11225,675741,212 mons,37887,77966
28846,91046,105321,96 weeks,16918,47951
28847,23864,137592,156 mons,28933,80372
28848,87869,818141,125 weeks,10822,63616
28849,10601,26493,278 mons,61354,49402
28850,64679,280939,265 hours,3115,84406
28851,59582,840765,279 hours,86009,17391
28852,34406,23974,246 weeks,95487,91822
28853,8852,844865,60 weeks,24220,82277
28854,87742,916062,210 weeks,48430,76035
28855,26764,862410,210 days,17603,80726
28856,91641,438536,273 mons,364,44016
28857,93121,911362,199 minutes,87179,66953
28858,70046,458293,263 minutes,70578,33764
28859,77880,315040,79 days,87196,94228
28860,45672,250127,272 minutes,51627,86603
28861,56237,211135,254 weeks,95307,31328
28862,90435,578411,180 weeks,82651,41091
28863,36295,210566,99 hours,92913,25666
28864,55166,317247,27 minutes,13922,14946
28865,58656,753438,243 years,9966,24774
28866,32106,560381,263 weeks,1265,60131
28867,1839,773511,230 weeks,40026,38593
28868,54993,906460,270 weeks,27035,70806
28869,42841,93109,48 hours,44047,30767
28870,87552,651044,208 years,4618,7548
28871,25268,558918,19 minutes,78914,79606
28872,50179,669040,115 days,20683,52671
28873,43245,264344,10 minutes,43644,53627
28874,91283,315166,229 hours,24292,8341
28875,78960,848239,291 years,60773,71940
28876,1780,59707,120 days,82801,29403
28877,7728,507817,4 weeks,57069,76288
28878,9390,671213,145 hours,82830,33454
28879,74139,915156,245 mons,98418,92055
28880,63218,433284,199 years,96886,98149
28881,62176,287705,61 days,98252,84057
28882,52502,849965,35 mons,32000,94918
28883,90776,691668,79 mons,5389,47787
28884,14176,919468,20 mons,11133,8368
28885,26738,277658,88 minutes,85275,50410
28886,99677,72484,294 days,21205,12698
28887,75549,711185,264 mons,21919,21872
28888,29848,364864,35 days,1889,37844
28889,44090,446085,42 years,74274,98689
28890,89005,57123,20 years,49342,20058
28891,61443,446514,225 minutes,5045,87863
28892,51634,270690,131 hours,14482,70820
28893,11341,274010,226 weeks,82454,94803
28894,35640,708981,103 mons,18853,53093
28895,80526,802020,238 years,35739,92025
28896,50066,805325,35 mons,40397,22622
28897,56613,847956,264 hours,76045,94011
28898,4962,222920,112 minutes,39317,93005
28899,30296,750815,125 years,62486,64983
28900,37133,530031,216 minutes,18937,69582
28901,11299,790952,185 days,28772,24741
28902,76871,472707,240 hours,3813,82625
28903,33693,867722,240 mons,94530,82593
28904,12359,455846,72 hours,89334,50185
28905,3277,740287,123 mons,81189,56385
28906,52096,187847,121 years,65073,44082
28907,7942,417570,87 minutes,94352,10604
28908,2092,895621,102 mons,86544,5496
28909,50642,960078,48 mons,35035,75432
28910,22429,811224,44 minutes,10555,69185
28911,14602,122354,193 minutes,90275,65413
28912,88069,80811,51 mons,82334,3187
28913,46909,362350,110 years,29762,26252
28914,1608,544484,153 years,7053,38296
28915,77399,525930,258 weeks,12940,53985
28916,60525,211711,50 days,40401,55311
28917,40878,32948,200 hours,87612,80523
28918,8568,248795,51 hours,82148,24860
28919,33584,225012,39 hours,93562,40454
28920,52442,259380,225 mons,99543,84223
28921,29187,646461,218 hours,70136,71596
28922,87786,801810,263 hours,2891,94262
28923,6112,134118,67 years,29577,72110
28924,7158,23335,145 weeks,28338,18934
28925,39504,110994,280 minutes,73026,95925
28926,58178,921000,127 years,93261,1761
28927,72245,408013,183 minutes,921,51825
28928,3842,535068,282 minutes,69352,30274
28929,86652,963130,51 minutes,61154,96434
28930,86342,408931,261 minutes,79994,1761
28931,26831,551424,227 hours,81651,45986
28932,2519,760954,298 weeks,54251,50131
28933,92365,97991,171 hours,6916,47045
28934,5103,476216,196 hours,38734,67108
28935,35223,965742,185 weeks,80268,14257
28936,43301,375572,289 days,47819,86908
28937,42030,626224,265 days,18431,12126
28938,55969,374547,120 mons,44103,93159
28939,62656,105535,118 minutes,10013,23362
28940,2541,601307,170 minutes,12245,52797
28941,83611,21314,45 years,13364,84836
28942,48423,643752,145 mons,83603,76808
28943,14387,18169,89 minutes,23110,2067
28944,24203,200305,87 years,69491,28975
28945,50318,2143,161 weeks,636,96713
28946,33381,44200,214 days,29988,39596
28947,4454,746768,182 mons,94864,98102
28948,29956,943373,177 days,90577,19010
28949,86021,581778,91 years,18537,9451
28950,59137,665106,123 weeks,4439,32452
28951,53835,732654,249 days,37610,25786
28952,32322,54583,22 days,50478,4539
28953,72111,997472,289 hours,67004,73154
28954,48910,244429,165 weeks,31472,40887
28955,8615,891528,170 mons,16770,6856
