Certificate_id,Client_id,Course_id,Course_end_date
15392,16696,8157,2021-07-26
15393,92387,5777,2021-09-24
15394,56327,18962,2021-01-09
15395,75725,32901,2021-10-04
15396,5275,47679,2021-11-09
15397,73258,24452,2021-08-04
15398,43636,18862,2020-08-07
15399,95150,40148,2021-04-18
15400,96230,69085,2021-06-22
15401,29684,6565,2020-08-26
15402,90874,56166,2020-06-13
15403,9950,62530,2020-07-24
15404,66091,3373,2020-08-31
15405,80007,23993,2020-07-29
15406,72246,58130,2021-01-03
15407,68020,93915,2021-01-19
15408,88776,86587,2020-07-21
15409,54654,70388,2021-10-04
15410,80556,6745,2022-01-08
15411,78754,10279,2020-10-28
15412,66147,93253,2020-04-12
15413,27104,73754,2020-01-06
15414,50731,56099,2022-02-27
15415,30824,71914,2022-01-30
15416,80491,2846,2020-07-03
15417,79064,53976,2020-01-08
15418,70513,96496,2021-09-01
15419,92341,19195,2021-07-23
15420,11101,8941,2020-05-22
15421,78303,48064,2021-03-07
15422,52002,75093,2020-10-19
15423,44400,25848,2020-11-28
15424,78884,97079,2021-07-05
15425,93986,71726,2020-08-14
15426,12570,3789,2020-10-11
15427,27029,82769,2020-04-29
15428,88478,27678,2022-04-10
15429,96985,90040,2020-02-12
15430,8746,35849,2021-05-02
15431,51877,63746,2020-03-17
15432,35479,80676,2020-07-05
15433,16230,92618,2020-09-20
15434,75345,69974,2021-11-22
15435,83106,38504,2020-07-29
15436,32457,88542,2021-08-19
15437,24313,79701,2021-07-24
15438,64142,50315,2021-05-28
15439,73486,51913,2020-10-26
15440,79422,7927,2021-11-27
15441,27933,50093,2020-09-14
15442,45485,89236,2020-06-09
15443,80173,21895,2020-08-14
15444,8813,93416,2022-01-20
15445,94768,94165,2021-01-03
15446,98108,69068,2020-12-21
15447,56088,79831,2020-04-01
15448,90653,99498,2021-05-10
15449,90793,49114,2021-02-05
15450,81947,66482,2021-05-29
15451,18043,51367,2020-06-07
15452,55296,22277,2021-01-20
15453,23618,14404,2020-11-28
15454,43342,15158,2021-02-25
15455,71189,93361,2020-12-10
15456,29928,50050,2022-01-13
15457,86205,86830,2020-07-27
15458,76961,56403,2020-06-27
15459,96111,89056,2020-01-04
15460,31024,89445,2021-04-01
15461,2992,17652,2021-01-22
15462,76228,19235,2022-02-16
15463,59690,77358,2022-01-01
15464,55863,31503,2021-08-29
15465,19181,46265,2020-01-20
15466,53172,13862,2021-03-16
15467,17382,39206,2021-06-24
15468,80129,49959,2022-05-03
15469,43085,823,2020-02-08
15470,87074,41712,2020-11-25
15471,81742,36725,2021-08-19
15472,77288,79039,2021-05-09
15473,79649,37034,2020-08-19
15474,69547,6292,2021-01-21
15475,61358,46591,2022-03-07
15476,88462,96756,2020-07-18
15477,94509,24224,2022-03-20
15478,95647,6999,2020-09-28
15479,44657,43874,2021-04-06
15480,28562,54947,2021-06-13
15481,6482,67062,2021-03-07
15482,18239,6239,2021-09-28
15483,60709,89274,2021-07-20
15484,86806,68826,2021-02-12
15485,10549,62203,2021-06-03
15486,75746,44741,2022-02-17
15487,88694,36538,2020-11-10
15488,95618,28325,2020-07-05
15489,74607,41979,2021-03-19
15490,7974,24540,2020-12-08
15491,40092,98806,2022-02-11
15492,46016,54798,2021-04-12
15493,89394,5793,2020-12-14
15494,44293,237,2022-02-15
15495,52687,83899,2020-12-15
15496,64965,37161,2020-01-17
15497,98229,59584,2021-05-11
15498,58778,97478,2021-02-06
15499,19605,43453,2021-01-05
15500,62430,93041,2020-03-28
15501,51127,54324,2021-05-08
15502,66972,24718,2022-01-01
15503,36940,9497,2020-10-22
15504,1583,61574,2021-05-17
15505,83905,66076,2020-10-25
15506,41194,62667,2021-02-19
15507,46373,94967,2022-02-12
15508,86350,94480,2021-09-12
15509,10995,28584,2020-05-03
15510,68075,44124,2021-07-20
15511,44897,91194,2021-03-09
15512,82530,94063,2020-03-28
15513,65014,31932,2020-10-29
15514,79096,49494,2021-01-23
15515,90395,25569,2021-06-30
15516,89642,41372,2021-04-26
15517,82122,54475,2020-02-13
15518,68854,65936,2020-12-28
15519,5411,15746,2020-09-25
15520,44189,71007,2020-05-06
15521,55363,45344,2020-08-06
15522,65941,6119,2021-03-31
15523,9943,6768,2022-01-04
15524,72313,4863,2021-07-31
15525,68378,23008,2020-09-10
15526,28884,79526,2020-08-15
15527,76665,8252,2020-02-09
15528,85039,59329,2021-02-01
15529,78701,59963,2021-01-28
15530,56560,96899,2021-03-13
15531,24470,70382,2021-06-18
15532,13191,92669,2020-06-17
15533,76523,69352,2021-03-05
15534,50082,97255,2022-03-14
15535,91945,82901,2021-12-31
15536,60897,56123,2020-10-16
15537,82496,15851,2021-03-04
15538,99840,47386,2020-09-23
15539,32799,99254,2021-04-05
15540,70378,76825,2020-10-22
15541,43956,97328,2020-07-26
15542,88740,1162,2021-10-23
15543,32519,61205,2021-10-04
15544,97786,54246,2022-01-30
15545,19005,97342,2021-04-21
15546,13530,67769,2021-06-03
15547,72466,59650,2022-04-10
15548,30293,82715,2022-03-25
15549,57412,41202,2022-03-26
15550,28754,83367,2021-12-05
15551,61868,22054,2020-01-14
15552,36257,25967,2021-01-12
15553,22504,34562,2020-01-13
15554,55991,90735,2020-08-25
15555,48203,97475,2021-03-20
15556,27930,74611,2022-02-01
15557,78861,61383,2021-02-25
15558,27512,15528,2022-04-21
15559,48132,60404,2020-11-29
15560,10724,78306,2022-04-15
15561,2912,2942,2021-09-25
15562,56755,46068,2021-09-30
15563,14658,43769,2021-11-07
15564,97359,35774,2020-11-08
15565,97006,71733,2021-04-25
15566,43861,98443,2021-05-12
15567,39019,70042,2020-12-04
15568,60091,11232,2021-03-12
15569,20839,81605,2020-09-24
15570,71847,42946,2021-04-24
15571,80893,73474,2022-01-26
15572,78066,26252,2020-02-25
15573,56333,97571,2020-06-18
15574,49559,41183,2020-03-02
15575,60997,57550,2020-07-19
15576,71246,49233,2020-10-12
15577,53119,76351,2020-12-22
15578,9607,61401,2021-05-12
15579,97072,13166,2020-04-04
15580,17348,18688,2021-10-31
15581,11645,13113,2022-02-03
15582,92399,90915,2021-10-25
15583,63078,77109,2021-09-26
15584,4779,71799,2021-04-21
15585,83,96968,2021-03-13
15586,77120,57872,2021-03-01
15587,24464,75991,2020-02-01
15588,31480,98116,2020-10-11
15589,39819,43167,2020-05-18
15590,84109,60832,2020-07-15
15591,94428,16904,2020-09-27
15592,60270,94726,2021-03-04
15593,91715,75785,2020-10-30
15594,97317,88532,2021-04-14
15595,92991,67817,2020-01-03
15596,9864,67040,2022-02-21
15597,42710,94882,2020-06-09
15598,21062,12905,2021-01-09
15599,77780,54858,2020-08-01
15600,70100,97506,2020-03-09
15601,35912,20342,2021-08-07
15602,52071,27098,2020-03-19
15603,25470,62933,2021-09-14
15604,61948,89103,2021-02-03
15605,23980,65947,2020-02-26
15606,49875,59264,2020-05-04
15607,72271,36486,2020-05-04
15608,40980,50459,2021-07-29
15609,81772,68139,2021-07-03
15610,65189,12566,2021-10-13
15611,60675,26371,2021-08-31
15612,5921,78363,2021-10-19
15613,45120,30243,2020-09-06
15614,70137,30078,2021-12-24
15615,42902,63944,2021-03-17
15616,88474,52458,2021-11-30
15617,84283,44011,2020-06-27
15618,97670,44847,2020-09-09
15619,20199,77366,2020-04-16
15620,91420,75539,2022-02-27
15621,52013,74240,2022-01-12
15622,54702,56264,2021-10-02
15623,19653,50002,2020-06-28
15624,51437,24731,2021-09-17
15625,66289,28262,2020-08-14
15626,68878,67347,2020-11-10
15627,42331,47173,2020-06-08
15628,71833,94489,2021-08-22
15629,12818,47328,2020-11-09
15630,48767,6396,2022-02-08
15631,76791,11961,2020-10-11
15632,98193,38829,2020-04-27
15633,27945,18262,2021-12-06
15634,17572,7324,2020-06-28
15635,78417,3590,2021-08-08
15636,51006,11491,2021-11-22
15637,64701,25820,2020-07-12
15638,5118,75183,2020-11-05
15639,47368,76996,2022-02-28
15640,9293,94573,2020-07-19
15641,59370,60744,2020-12-08
15642,54870,2420,2020-09-05
15643,22530,88123,2021-09-27
15644,47892,45673,2022-05-04
15645,27317,33498,2021-04-02
15646,33813,22961,2020-08-05
15647,74395,17303,2021-08-24
15648,83817,8468,2020-04-16
15649,16086,59843,2020-05-09
15650,54583,55779,2021-10-29
15651,73755,61115,2021-01-22
15652,33753,83580,2021-03-11
15653,11188,68621,2021-06-04
15654,46996,4207,2020-03-06
15655,78082,74215,2021-07-18
15656,78100,97671,2022-01-20
15657,87717,31243,2021-10-15
15658,96739,19895,2021-05-14
15659,16662,32576,2021-03-21
15660,50634,32319,2021-11-28
15661,85911,83231,2021-04-21
15662,98786,88507,2020-05-16
15663,97302,84486,2020-04-03
15664,82948,3582,2021-12-23
15665,9654,65358,2020-11-15
15666,94589,89673,2020-08-19
15667,46395,89299,2021-11-29
15668,32608,93057,2021-10-06
15669,60945,82287,2022-03-14
15670,17247,51886,2021-01-15
15671,86425,71776,2021-12-04
15672,96247,61488,2020-04-30
15673,80554,37717,2020-07-13
15674,36173,47587,2021-10-18
15675,82660,50942,2022-04-14
15676,58384,87806,2021-03-10
15677,34474,43654,2020-01-25
15678,911,81626,2022-01-24
15679,81849,61009,2020-08-30
15680,15842,80798,2020-12-13
15681,64100,89052,2022-03-11
15682,49452,42215,2020-02-20
15683,73173,85332,2020-08-28
15684,37733,61824,2021-03-12
15685,53374,57424,2021-03-14
15686,8293,53243,2020-02-05
15687,31243,73969,2020-01-07
15688,31582,45300,2022-04-22
15689,84737,82238,2020-02-12
15690,75127,2329,2021-07-01
15691,74034,93523,2020-07-15
15692,29112,19490,2020-09-29
15693,78854,16370,2020-02-23
15694,48359,73847,2021-11-09
15695,68842,56306,2021-10-16
15696,80438,27491,2020-03-27
15697,10250,93048,2020-10-22
15698,58607,37619,2022-05-10
15699,85449,96760,2021-07-23
15700,85161,68313,2021-05-16
15701,90016,16336,2021-05-27
15702,48710,6183,2021-02-12
15703,20363,5611,2020-01-07
15704,9697,55936,2020-09-25
15705,45524,47493,2021-02-04
15706,20836,3744,2021-11-01
15707,59994,82374,2020-12-04
15708,88451,65149,2022-02-21
15709,26137,39829,2021-05-20
15710,71526,54834,2020-02-14
15711,55303,14253,2022-04-11
15712,16000,80540,2021-12-29
15713,36095,76825,2020-01-24
15714,96897,61869,2021-08-27
15715,86203,75831,2021-11-29
15716,26259,88911,2021-08-09
15717,56196,53526,2021-03-02
15718,80791,12201,2020-12-14
15719,32902,93014,2020-09-12
15720,11760,87376,2021-07-15
15721,86770,90777,2020-05-22
15722,91545,63134,2021-10-14
15723,4258,65491,2020-03-03
15724,17842,32634,2021-08-09
15725,61645,22141,2021-10-11
15726,21536,76734,2021-03-08
15727,56549,32417,2022-01-05
15728,14783,37381,2022-03-14
15729,69502,82653,2022-05-07
15730,72989,70802,2020-01-07
15731,65020,3224,2022-01-07
15732,74562,46611,2021-04-02
15733,94445,17650,2022-01-20
15734,87499,46172,2021-03-19
15735,62803,14054,2021-01-25
15736,42880,34583,2021-07-13
15737,98881,60182,2020-01-12
15738,86659,13782,2021-04-04
15739,93360,67203,2022-03-27
15740,27886,61596,2020-09-24
15741,76884,10505,2020-08-16
15742,31360,54869,2021-10-26
15743,86381,39915,2021-01-08
15744,93391,96847,2021-05-25
15745,37193,30971,2021-01-31
15746,30723,79349,2020-05-25
15747,26013,57365,2021-06-02
15748,6956,4347,2021-08-23
15749,59127,38139,2020-02-26
15750,25027,40292,2020-02-08
15751,79787,82717,2020-03-25
15752,19662,91995,2022-05-06
15753,7979,60520,2021-03-13
15754,62057,9889,2020-04-17
15755,60505,35572,2021-04-15
15756,82453,7961,2021-12-20
15757,5168,89299,2020-04-19
15758,68499,32240,2021-11-06
15759,84560,38966,2021-11-08
15760,43787,51705,2020-06-16
15761,17523,96326,2021-03-24
15762,2458,22510,2020-05-11
15763,70505,42317,2020-12-08
15764,80086,3612,2021-05-12
15765,77247,79961,2020-11-10
15766,15620,55918,2020-04-24
15767,63778,58565,2021-11-06
15768,5399,57093,2021-05-12
15769,71818,32886,2021-08-15
15770,16555,39572,2021-06-27
15771,85106,46947,2021-12-04
15772,74862,97231,2021-11-24
15773,66611,32926,2020-05-24
15774,14862,46940,2020-11-27
15775,13273,63614,2021-10-19
15776,21672,81099,2021-09-24
15777,21070,23617,2020-04-06
15778,23706,1990,2021-01-17
15779,4677,89305,2022-01-23
15780,87722,60301,2020-06-10
15781,34156,92922,2020-10-18
15782,59423,46933,2021-06-22
15783,43855,19490,2020-08-13
15784,90409,10668,2021-04-19
15785,65401,65531,2022-05-02
15786,10962,285,2020-10-01
15787,52042,75735,2022-02-15
15788,22881,41471,2021-11-13
15789,39806,16412,2020-08-12
15790,14487,75206,2020-12-20
15791,24273,85123,2022-03-18
15792,39629,4159,2020-10-15
15793,16710,32856,2020-01-17
15794,75688,15287,2021-06-03
15795,66775,69800,2020-02-10
15796,24344,42931,2020-01-02
15797,18117,51769,2020-09-04
15798,41151,86037,2020-09-29
15799,5997,36575,2020-09-19
15800,80052,8713,2022-03-03
15801,68028,92808,2020-07-18
15802,53072,63177,2022-03-26
15803,15946,72597,2022-03-12
15804,32617,17832,2022-04-20
15805,16723,45658,2020-03-21
15806,80173,23884,2021-02-17
15807,71798,3445,2020-07-04
15808,22457,53692,2020-06-05
15809,51813,97973,2021-05-21
15810,92676,32604,2022-04-26
15811,8739,32431,2020-07-28
15812,84136,39364,2022-03-31
15813,48222,41611,2020-04-17
15814,5773,74321,2020-03-26
15815,21461,77371,2021-11-07
15816,31038,17348,2020-10-20
15817,85457,75529,2020-09-26
15818,94634,54531,2021-01-12
15819,4982,60908,2020-12-13
15820,12191,13796,2022-05-03
15821,36309,73005,2021-09-21
15822,9112,13979,2020-07-26
15823,38400,22141,2021-05-28
15824,72888,53693,2021-09-15
15825,98981,43937,2020-10-28
15826,82640,87948,2020-10-11
15827,44127,26290,2020-10-13
15828,85350,67266,2021-06-13
15829,92612,4883,2021-12-28
15830,73225,1566,2022-04-10
15831,86207,83162,2020-12-06
15832,7379,27898,2020-05-26
15833,37004,52708,2021-07-23
15834,55471,13994,2021-07-17
15835,89054,53252,2020-12-22
15836,29225,35924,2021-12-03
15837,77299,64223,2021-10-09
15838,99967,65340,2021-09-26
15839,50063,15504,2022-01-27
15840,70058,76644,2022-03-11
15841,7356,49909,2022-02-22
15842,56592,21249,2020-11-07
15843,25485,43768,2022-02-24
15844,2235,30793,2020-08-08
15845,14174,34454,2021-02-15
15846,61641,49561,2022-01-03
15847,47316,52630,2022-02-09
15848,5109,77466,2020-08-06
15849,45721,139,2020-07-15
15850,94434,54798,2020-09-23
15851,27215,64467,2022-05-06
15852,35937,1671,2020-01-03
15853,14901,33902,2021-02-18
15854,92651,22698,2021-10-04
15855,40982,12308,2020-02-02
15856,30669,31538,2022-01-16
15857,31309,87923,2022-04-07
15858,1947,87992,2020-03-04
15859,27205,67083,2022-03-09
15860,31782,15701,2021-10-14
15861,20744,68803,2022-03-20
15862,21639,49662,2020-10-20
15863,16034,50244,2021-10-28
15864,53641,18331,2020-09-06
15865,22745,87608,2021-03-30
15866,65615,66155,2021-01-03
15867,46630,91952,2020-01-10
15868,18074,63180,2021-07-14
15869,65709,99397,2021-04-14
15870,51341,60531,2020-11-03
15871,56874,72635,2020-07-16
15872,95949,19190,2020-04-12
15873,13942,62232,2021-06-01
15874,76052,26620,2022-02-03
15875,25128,73449,2020-02-27
15876,83396,21753,2020-02-03
15877,57644,28459,2020-01-23
15878,43222,53672,2020-03-01
15879,35403,12221,2021-10-03
15880,1215,58021,2020-09-18
15881,16688,96939,2020-05-24
15882,42805,34514,2021-03-11
15883,71292,45160,2021-03-12
15884,22045,14242,2021-11-14
15885,37820,3745,2021-06-16
15886,64379,15820,2021-01-18
15887,63278,96680,2022-02-14
15888,53418,82176,2020-09-26
15889,86024,89682,2022-01-25
15890,48616,51600,2022-04-02
15891,10980,5461,2022-01-10
15892,72815,17713,2022-03-12
15893,55461,57576,2022-03-10
15894,61378,67315,2022-04-17
15895,63107,82914,2021-12-06
15896,14022,20898,2022-03-03
15897,51248,88247,2021-07-20
15898,88445,34888,2020-03-01
15899,43328,60877,2020-06-14
15900,92402,57805,2022-01-01
15901,24416,71570,2020-05-17
15902,39323,5150,2021-03-31
15903,38317,76703,2020-06-09
15904,31909,89342,2022-01-24
15905,42453,92583,2022-05-03
15906,51582,65917,2021-06-29
15907,90451,99095,2022-02-19
15908,643,27285,2022-01-13
15909,19542,60311,2020-04-14
15910,4065,16403,2021-04-29
15911,53674,35115,2022-03-07
15912,36743,65795,2022-03-26
15913,27348,8385,2021-03-31
15914,29686,92176,2020-07-31
15915,48192,20302,2020-04-02
15916,96539,21657,2021-07-11
15917,4982,54690,2020-03-03
15918,13877,16898,2021-12-02
15919,47632,40850,2021-03-02
15920,4956,2850,2021-07-29
15921,80794,81531,2021-10-25
15922,31268,68507,2021-02-21
15923,45498,41348,2021-10-06
15924,86145,32875,2020-02-13
15925,35560,51152,2020-03-30
15926,6635,67651,2020-01-08
15927,43785,32122,2020-03-06
15928,31067,51547,2021-08-24
15929,13206,35764,2021-08-03
15930,52170,15211,2020-03-30
15931,72404,75932,2022-04-24
15932,3459,43624,2022-01-02
15933,49433,16639,2020-01-28
15934,26324,5809,2020-07-01
15935,2598,67006,2021-04-17
15936,99381,397,2020-04-24
15937,12279,57154,2020-04-01
15938,63826,83355,2020-10-14
15939,86077,45977,2020-06-11
15940,20206,84411,2021-03-01
15941,52571,41381,2021-10-25
15942,93805,64838,2020-12-20
15943,86986,38150,2020-12-29
15944,68000,21434,2020-05-28
15945,62534,13918,2021-05-17
15946,93145,16112,2021-05-17
15947,33319,83369,2020-07-21
15948,39716,68790,2022-01-13
15949,56015,95584,2020-01-13
15950,19940,51307,2020-01-31
15951,59137,86752,2020-09-15
15952,15965,60445,2020-05-22
15953,13062,86590,2020-03-02
15954,63811,59166,2022-01-13
15955,68569,7677,2021-02-28
15956,93472,32709,2021-02-02
15957,30067,1429,2020-02-02
15958,99951,42547,2021-12-22
15959,39034,38695,2021-06-21
15960,86369,45085,2021-03-11
15961,94544,64856,2022-02-01
15962,97038,95854,2020-12-27
15963,76902,26323,2020-03-06
15964,77954,64471,2020-12-16
15965,53691,5670,2021-06-06
15966,20178,53183,2020-07-07
15967,51771,13287,2020-09-13
15968,57374,32477,2022-04-14
15969,30779,14936,2020-02-28
15970,66461,45805,2020-10-27
15971,20896,79036,2020-05-25
15972,7789,38423,2020-02-08
15973,73813,6431,2020-12-11
15974,44090,10618,2020-10-19
15975,76499,67068,2021-05-19
15976,33943,33006,2020-01-20
15977,1173,97600,2022-02-28
15978,83773,87170,2020-01-19
15979,88310,10093,2020-04-30
15980,3854,49596,2021-11-09
15981,17607,37062,2022-03-14
15982,16500,29517,2022-05-06
15983,240,35329,2022-04-30
15984,15320,11769,2022-04-14
15985,65788,75100,2020-05-20
15986,90076,16356,2020-10-03
15987,91969,95145,2021-05-02
15988,81461,62246,2021-08-28
15989,92580,55173,2021-02-04
15990,37997,23702,2022-01-01
15991,1017,69652,2022-03-03
15992,10992,41102,2021-01-20
15993,64839,50261,2022-03-22
15994,14418,96821,2022-02-12
15995,53966,97939,2020-04-29
15996,80258,19936,2021-09-30
15997,85983,31144,2022-03-24
15998,39846,44068,2021-03-25
15999,76793,41435,2021-03-24
16000,56439,78678,2021-07-22
16001,90038,216,2022-03-04
16002,19118,51359,2020-03-13
16003,26879,62540,2021-08-15
16004,61358,74576,2020-11-29
16005,12328,13604,2022-01-31
16006,16066,63385,2020-03-20
16007,9445,45176,2020-04-27
16008,8802,79182,2020-02-29
16009,19434,10386,2022-01-28
16010,59151,72479,2021-10-20
16011,46977,68465,2022-04-01
16012,3773,30608,2022-02-23
16013,48239,69168,2020-02-08
16014,52667,19701,2021-08-29
16015,68711,40506,2021-04-17
16016,45316,90930,2021-08-12
16017,92756,11804,2020-12-29
16018,40643,58340,2021-04-09
16019,31602,26651,2021-05-23
16020,89619,86938,2022-04-22
16021,20446,82260,2020-10-25
16022,52672,96890,2020-03-03
16023,99068,45911,2022-02-23
16024,66312,30395,2021-04-05
16025,24649,24262,2021-09-14
16026,65101,49673,2021-05-12
16027,87986,91854,2020-03-30
16028,16460,69791,2020-07-21
16029,14172,95200,2020-10-11
16030,167,25558,2022-04-01
16031,71694,83521,2020-02-01
16032,79132,39590,2020-02-10
16033,86937,27934,2020-06-12
16034,43090,15367,2021-12-30
16035,25924,79368,2021-02-13
16036,39384,42361,2020-10-18
16037,15797,89152,2021-07-18
16038,95872,176,2020-04-08
16039,13350,42723,2020-08-30
16040,46422,51516,2020-03-20
16041,55275,97550,2021-03-28
16042,38872,52865,2020-03-09
16043,26448,32434,2021-07-26
16044,45904,8679,2021-10-02
16045,54195,65305,2021-05-05
16046,99496,925,2020-08-08
16047,75933,72340,2021-04-02
16048,88624,90180,2022-01-01
16049,45938,31203,2022-01-07
16050,47564,5644,2021-02-27
16051,50592,11576,2020-05-10
16052,77973,58764,2021-04-12
16053,57515,13273,2021-08-27
16054,20097,21191,2022-03-09
16055,58998,27354,2022-03-17
16056,4504,63014,2022-04-11
16057,2406,32499,2021-03-14
16058,20243,70905,2021-09-10
16059,25812,31818,2020-03-29
16060,33570,10198,2022-02-02
16061,64225,50115,2020-01-11
16062,38180,75825,2020-02-03
16063,43216,98278,2021-07-08
16064,40427,88843,2021-02-04
16065,91664,92281,2020-04-17
16066,97789,8020,2022-01-01
16067,41446,16496,2022-04-04
16068,54086,99161,2020-09-27
16069,42811,80289,2022-02-23
16070,42319,78251,2021-12-28
16071,43351,70336,2020-01-17
16072,58762,1300,2021-07-14
16073,87069,34935,2022-01-30
16074,49166,77253,2020-09-07
16075,97245,56023,2021-07-03
16076,2812,51414,2021-07-11
16077,34347,19980,2020-04-16
16078,69435,97308,2021-12-25
16079,86275,72798,2021-05-04
16080,58820,75559,2021-11-27
16081,30227,54219,2021-09-10
16082,19532,54622,2021-04-23
16083,43096,22462,2021-06-27
16084,54973,26195,2020-01-16
16085,93050,32103,2020-01-21
16086,6350,37987,2021-05-05
16087,24909,58109,2020-08-29
16088,27705,20017,2021-03-27
16089,24512,35167,2021-04-02
16090,66726,42375,2020-08-23
16091,38706,95545,2022-02-27
16092,38322,37359,2022-02-03
16093,34815,59289,2020-10-28
16094,64823,67393,2021-01-01
16095,91233,17969,2020-11-18
16096,90803,7684,2021-08-21
16097,65792,55411,2022-04-12
16098,54320,66345,2020-01-18
16099,82,91777,2021-04-07
16100,48527,81460,2022-02-13
16101,94693,86186,2020-10-08
16102,32509,44948,2020-10-07
16103,91760,765,2022-05-11
16104,49500,35921,2020-06-22
16105,43183,85827,2020-05-30
16106,19730,51685,2020-02-28
16107,69580,39209,2021-02-25
16108,92957,77297,2021-05-24
16109,30164,84722,2020-01-31
16110,59774,28723,2021-06-20
16111,8545,74550,2020-05-01
16112,97692,46887,2020-04-11
16113,98933,69555,2020-12-25
16114,80925,68616,2022-01-04
16115,41378,39152,2021-03-28
16116,63723,61067,2021-12-20
16117,6854,44805,2020-11-27
16118,88748,61155,2021-07-17
16119,95445,50689,2020-03-06
16120,28733,75927,2022-04-25
16121,57761,99530,2020-10-04
16122,34197,70612,2021-10-01
16123,56654,87422,2021-03-19
16124,16499,69178,2021-12-20
16125,48026,25127,2021-10-17
16126,14249,32414,2022-03-07
16127,81410,61067,2020-10-08
16128,59658,3740,2021-05-19
16129,90790,68531,2021-12-01
16130,43885,18128,2022-01-16
16131,99415,19824,2020-05-13
16132,54412,50667,2020-03-17
16133,87902,93643,2020-05-19
16134,11928,37055,2020-09-28
16135,23269,33079,2020-03-27
16136,2456,5890,2020-05-12
16137,98118,51645,2021-02-05
16138,47339,38799,2020-11-28
16139,24066,13352,2020-09-25
16140,56059,15842,2022-02-10
16141,37061,89297,2021-07-02
16142,50505,1346,2021-04-04
16143,25748,7069,2022-04-08
16144,57190,2650,2022-03-16
16145,10864,50546,2021-09-23
16146,43148,39710,2021-06-05
16147,34753,61844,2021-08-26
16148,90421,7827,2020-03-07
16149,47528,68058,2020-07-08
16150,50097,48546,2022-02-21
16151,98300,91428,2020-07-25
16152,21673,87029,2021-11-25
16153,25305,85930,2020-04-06
16154,95514,69550,2020-03-08
16155,87655,4255,2020-07-07
16156,54297,85047,2021-11-05
16157,97087,231,2021-06-12
16158,27092,48004,2022-04-10
16159,30766,68972,2020-05-09
16160,92354,15036,2021-06-14
16161,94552,84379,2021-03-20
16162,51956,81671,2021-03-18
16163,15031,80347,2021-12-28
16164,26948,40653,2021-03-11
16165,14598,93445,2021-08-29
16166,81427,89769,2020-02-16
16167,81942,66565,2022-03-16
16168,65928,78191,2020-12-31
16169,70767,34985,2020-10-29
16170,15855,54380,2020-08-18
16171,98167,1658,2021-02-12
16172,96297,35372,2021-06-16
16173,89179,24601,2020-12-28
16174,68338,80132,2020-07-17
16175,86598,71337,2021-05-27
16176,98084,35716,2020-11-26
16177,54305,55715,2020-08-23
16178,24945,69094,2021-04-16
16179,43353,30730,2020-11-27
16180,38155,64099,2021-04-26
16181,25157,52515,2021-07-14
16182,51158,59903,2020-04-02
16183,95547,33383,2020-02-07
16184,41436,20488,2021-06-26
16185,90663,91605,2021-04-19
16186,61057,76569,2020-01-10
16187,6429,96285,2020-11-14
16188,10324,44765,2022-02-05
16189,89978,89291,2020-01-01
16190,83485,54855,2020-11-17
16191,85115,32055,2020-11-13
16192,10075,843,2020-09-23
16193,92183,72430,2020-09-12
16194,15545,53490,2020-06-18
16195,92085,88623,2020-10-23
16196,65076,36261,2020-04-24
16197,17620,21442,2020-08-02
16198,59188,76359,2021-01-25
16199,34333,78187,2021-01-12
16200,68985,25032,2021-12-12
16201,24951,50130,2020-09-21
16202,96582,90476,2021-05-21
16203,935,97647,2021-01-02
16204,38007,7638,2020-10-09
16205,61797,52260,2021-09-23
16206,65826,58778,2020-07-08
16207,82279,92034,2021-07-11
16208,18838,50406,2021-06-23
16209,73166,83742,2021-03-14
16210,62283,41691,2021-10-20
16211,65514,94111,2020-09-18
16212,28011,44196,2020-01-12
16213,99485,91867,2020-09-03
16214,65501,20474,2021-07-19
16215,91107,44226,2020-05-18
16216,91546,46183,2020-02-07
16217,913,36418,2021-05-05
16218,20674,46904,2021-01-02
16219,95855,36748,2020-11-18
16220,90315,72638,2021-05-01
16221,44913,12019,2021-04-28
16222,33699,59945,2020-01-03
16223,88037,70140,2020-05-16
16224,26570,36449,2021-07-10
16225,85173,19688,2020-06-08
16226,35307,17241,2021-02-04
16227,38186,75162,2020-02-16
16228,78007,98771,2021-10-18
16229,6617,73167,2020-09-11
16230,60964,79236,2022-01-24
16231,41085,65623,2020-05-28
16232,75943,80347,2021-08-12
16233,96502,85413,2021-08-19
16234,64150,89455,2020-09-05
16235,55500,55688,2020-07-31
16236,84826,9258,2020-08-09
16237,32425,49293,2021-11-06
16238,56391,50278,2022-01-07
16239,72135,54032,2021-05-21
16240,27049,22188,2021-04-19
16241,87973,75093,2021-07-16
16242,64225,74157,2020-05-11
16243,27492,90463,2020-02-12
16244,68846,62547,2020-09-11
16245,56535,35864,2021-07-07
16246,1394,38831,2020-07-26
16247,67395,14464,2021-09-20
16248,24511,66275,2020-11-21
16249,61643,1454,2021-10-13
16250,12108,32697,2020-03-06
16251,33626,54015,2021-02-05
16252,46700,33931,2021-12-21
16253,42266,53968,2020-08-15
16254,4109,14164,2020-07-22
16255,48501,12003,2022-01-30
16256,76090,18435,2020-09-18
16257,47946,26570,2021-02-10
16258,11625,26796,2020-03-25
16259,71855,38443,2021-11-01
16260,52020,99090,2021-08-07
16261,50063,83329,2022-01-13
16262,73683,67770,2020-03-13
16263,7822,68352,2022-04-07
16264,36979,29060,2021-07-04
16265,8528,31080,2022-03-22
