Available_equipment_id,Equipment_type,Amount_of_equipment,Place_id
24797,42251,915533,17322
24798,57134,511273,80457
24799,70428,447274,16749
24800,18713,85566,9752
24801,66996,743628,47709
24802,44937,196102,32472
24803,91054,156779,82876
24804,46943,510592,49629
24805,19344,434007,42785
24806,41150,844877,40853
24807,45685,758143,88103
24808,58577,457954,27647
24809,26358,816481,82047
24810,45577,100493,39793
24811,96311,119841,72021
24812,12452,221349,90308
24813,4143,799603,94263
24814,84833,228311,19913
24815,2110,722981,62361
24816,55010,906740,7880
24817,26559,680788,75387
24818,65307,900165,79664
24819,50572,828047,54069
24820,61297,669661,39246
24821,37800,158556,34618
24822,53361,449235,98082
24823,49589,731659,74526
24824,34034,131520,98110
24825,31690,675200,69662
24826,87041,472972,65784
24827,921,863645,70737
24828,89674,83493,18426
24829,28798,772666,35376
24830,38279,281990,51087
24831,46991,61867,33923
24832,38937,565707,84214
24833,42744,558820,28300
24834,29632,646625,33232
24835,39820,892510,33949
24836,32952,657853,64824
24837,87878,899889,21327
24838,91628,607513,37070
24839,25648,550522,52971
24840,57864,167597,42320
24841,19691,851603,1402
24842,27873,508528,94949
24843,33556,358031,56685
24844,32492,794484,66370
24845,66556,718888,34141
24846,18385,134433,89747
24847,12557,668399,35841
24848,43001,45615,94780
24849,99185,906193,36206
24850,73917,822678,54870
24851,35843,125825,36319
24852,88372,239019,60562
24853,6833,1747,6075
24854,24173,985137,8630
24855,48771,884275,61503
24856,96659,498009,359
24857,48649,149735,69438
24858,73045,781514,32692
24859,65281,198628,28169
24860,49944,309662,43406
24861,46669,54809,67124
24862,83046,487919,62073
24863,80339,280212,72584
24864,86557,647281,9220
24865,65391,127966,93632
24866,92867,435580,89354
24867,11401,270660,93522
24868,4161,733742,81063
24869,68620,123212,46167
24870,30928,933573,16186
24871,22544,961586,54081
24872,75593,256100,17362
24873,69293,287267,36447
24874,60451,724590,22857
24875,62893,431263,57204
24876,30566,86917,10295
24877,12947,515450,78660
24878,61308,462845,94658
24879,67231,63392,23485
24880,41907,391196,18770
24881,60450,696274,86973
24882,7324,403283,89750
24883,70771,540769,12066
24884,22807,560765,51736
24885,41045,923369,43157
24886,83156,218598,49000
24887,14820,203008,15204
24888,93511,428687,7311
24889,23339,63171,3945
24890,75037,808032,88064
24891,52188,232121,75757
24892,92769,484647,32194
24893,64884,49217,78498
24894,89354,924642,81970
24895,68501,55410,31355
24896,69324,367183,72748
24897,1387,647362,48146
24898,79677,310251,80651
24899,55829,875793,8833
24900,30852,232031,33304
24901,11989,10294,8510
24902,3221,806020,38973
24903,79115,957555,65809
24904,39221,45945,1524
24905,94312,969702,69046
24906,63448,220536,96990
24907,8307,778744,64977
24908,67819,139819,50812
24909,81312,429467,36370
24910,20542,981320,30313
24911,26385,609718,63276
24912,6528,847511,26078
24913,32309,798898,47821
24914,91600,895913,92987
24915,57394,960748,49433
24916,592,908096,31456
24917,80354,350348,47813
24918,14218,847446,28180
24919,4673,953454,83817
24920,71654,291734,58663
24921,55270,344454,41621
24922,90599,276608,9690
24923,97608,471866,46647
24924,20857,860692,4913
24925,82523,794817,73204
24926,95753,573109,61698
24927,30886,194976,48038
24928,3178,720104,78480
24929,92425,951260,2554
24930,33311,839753,18983
24931,38845,23133,49943
24932,27635,732439,21762
24933,23530,966681,54133
24934,26918,679337,88766
24935,45133,149989,29277
24936,37561,564711,50255
24937,66379,733918,19881
24938,64246,349100,98689
24939,38185,285908,10136
24940,48984,248526,2868
24941,43918,294846,62026
24942,11365,870185,39138
24943,22457,949004,63919
24944,94039,308224,52080
24945,58836,677279,16336
24946,80968,892554,83738
24947,65267,565174,44011
24948,38736,10712,7381
24949,49566,472082,16688
24950,12194,374346,78874
24951,4516,869635,1957
24952,21323,314068,79409
24953,50993,288696,8424
24954,14375,34625,54020
24955,46814,448591,72837
24956,56424,45346,59129
24957,69048,346335,24687
24958,50753,963899,77304
24959,68446,93755,17525
24960,94360,189393,53062
24961,53371,47395,99831
24962,48464,811858,66323
24963,92407,373916,9387
24964,54891,95374,79528
24965,29048,380853,14465
24966,67813,478981,49282
24967,11197,352098,43872
24968,44406,228235,93578
24969,37152,968776,82965
24970,48978,973720,31323
24971,38874,726635,59809
24972,90525,158004,70619
24973,82014,159339,96663
24974,34392,600282,34605
24975,19612,586731,25002
24976,23816,516956,51539
24977,446,837189,60171
24978,44841,356697,40797
24979,20680,97297,51847
24980,30435,592779,30763
24981,8278,561654,93117
24982,2666,428421,61890
24983,78667,328861,73645
24984,74416,946195,87963
24985,5623,278187,7520
24986,98436,561232,66750
24987,34228,30774,87566
24988,1377,488142,34306
24989,89607,773330,9156
24990,4520,301378,79707
24991,49458,728142,13817
24992,28000,68863,11285
24993,1913,603797,60569
24994,39864,703613,93853
24995,30170,462604,49932
24996,51764,113812,31464
24997,79350,950408,70077
24998,26767,631524,21203
24999,82204,349061,54561
25000,66939,937865,20636
25001,98484,933965,49292
25002,92453,51633,50335
25003,63207,257507,38527
25004,31858,427402,54539
25005,95220,358594,24181
25006,98840,813091,87689
25007,8203,75150,48409
25008,89741,387466,44217
25009,5057,435436,21379
25010,92240,700335,74238
25011,33411,583353,48855
25012,7637,989394,99748
25013,89603,828643,53496
25014,63410,560353,21452
25015,77609,82228,91393
25016,50203,55263,86749
25017,85505,708427,55308
25018,78008,19598,44829
25019,82605,937898,65644
25020,95343,729507,13265
25021,22624,745471,16715
25022,30022,334588,81725
25023,57528,882932,73643
25024,13950,381175,54100
25025,73047,371439,76894
25026,64242,240922,57997
25027,56856,327133,91856
25028,86071,31837,92456
25029,18961,109692,70879
25030,13013,679964,61894
25031,76332,108444,67487
25032,41892,228513,47354
25033,11789,23671,34802
25034,78075,684114,4635
25035,59146,70299,41296
25036,61812,922582,15460
25037,80460,421195,56966
25038,74799,467979,51591
25039,2585,211271,59741
25040,94612,589788,38319
25041,89631,479395,47355
25042,1858,742281,67315
25043,87865,247370,51148
25044,84991,769341,41833
25045,70655,530738,17249
25046,6539,782202,76478
25047,74958,688214,73882
25048,56652,460705,8333
25049,84195,915454,68262
25050,13747,793708,35852
25051,65175,997738,3023
25052,95800,102073,8118
25053,43467,923221,99615
25054,82971,905700,37501
25055,72147,696077,3196
25056,49035,851229,18247
25057,89538,288834,53323
25058,41510,880596,14968
25059,90416,130385,56230
25060,1990,766207,57640
25061,27364,629806,12407
25062,21191,772330,68315
25063,6604,319608,5326
25064,3078,167171,24296
25065,93688,406234,63395
25066,64551,158079,47485
25067,41894,676227,72017
25068,43067,393032,5987
25069,1183,109893,31172
25070,55053,94652,82310
25071,83567,38048,93341
25072,8142,556783,17708
25073,91935,744914,64519
25074,61787,834294,40038
25075,93961,698274,44597
25076,90429,829845,62750
25077,37186,297308,65340
25078,95272,126187,6136
25079,5982,595723,64255
25080,18876,766380,38533
25081,26819,732522,3398
25082,18799,357049,48555
25083,53939,567251,16349
25084,76979,32215,29311
25085,6452,11597,54675
25086,88553,435830,40837
25087,90051,198723,92588
25088,23285,671536,86230
25089,79228,84895,16653
25090,73839,316081,6557
25091,678,287493,64328
25092,79330,321111,24851
25093,63718,317100,70570
25094,67478,819739,6078
25095,46291,274440,67841
25096,38504,550348,25243
25097,88114,281166,22340
25098,56422,780298,2537
25099,41013,89349,45649
25100,99144,795217,21206
25101,85956,932171,74753
25102,81355,728720,65264
25103,93816,514878,86385
25104,17451,972598,35884
25105,51328,903327,22970
25106,87311,488999,24237
25107,16150,8043,70573
25108,41750,557368,30702
25109,20731,273524,42314
25110,42060,465170,1499
25111,90780,647082,90525
25112,89134,965638,82078
25113,44215,249769,41939
25114,52783,754285,73931
25115,84446,708916,87692
25116,54242,613904,92779
25117,54788,355868,17480
25118,38461,265246,17518
25119,27591,243840,74843
25120,49748,798173,82173
25121,58303,552130,88225
25122,2884,654742,96646
25123,99506,335059,3087
25124,82666,323214,54123
25125,58881,826215,6082
25126,55570,296068,64955
25127,93536,422881,71452
25128,45629,98787,11347
25129,7564,530719,75867
25130,79416,983688,83743
25131,62865,529903,91068
25132,95682,278421,33919
25133,77705,366739,23983
25134,4699,11567,43963
25135,94296,903681,74675
25136,27698,642769,89398
25137,91331,523030,52541
25138,66685,979563,37623
25139,34524,245725,54875
25140,72747,961451,65603
25141,28852,33017,16148
25142,36938,804425,18610
25143,73903,321515,76506
25144,87726,490286,35235
25145,38369,17554,45439
25146,37010,789496,59979
25147,15040,573463,9893
25148,70418,802210,66117
25149,35693,156269,88497
25150,36131,404499,88171
25151,8393,830126,49830
25152,18891,759396,87906
25153,95517,71155,16128
25154,60082,496802,31172
25155,86434,83757,55122
25156,72364,549569,98702
25157,55854,687964,75293
25158,8456,514785,86346
25159,9112,255870,4960
25160,51400,107724,62598
25161,10114,458979,64880
25162,18348,760030,8074
25163,71488,257250,95158
25164,8062,725768,16200
25165,37907,397305,24571
25166,22083,175557,25064
25167,93736,303847,40286
25168,69544,606608,51396
25169,35977,742729,51984
25170,10355,444529,59538
25171,76335,770745,73095
25172,49530,922147,22462
25173,3374,793853,24157
25174,15423,107528,66856
25175,78148,22714,1829
25176,41286,993852,65671
25177,43258,399857,80646
25178,70071,383352,47831
25179,5883,731178,6098
25180,93035,187310,51437
25181,69417,356010,81556
25182,94353,701899,33000
25183,14169,655526,85222
25184,1999,125592,43541
25185,99891,982903,79276
25186,15120,88827,47740
25187,54045,13922,93873
25188,8213,672409,70782
25189,66146,627005,65384
25190,75916,343493,27513
25191,14638,154306,98811
25192,10793,384058,8989
25193,67010,497743,43871
25194,17096,505372,60753
25195,81104,239685,28461
25196,6770,925610,9539
25197,13602,121412,30269
25198,39714,231235,97018
25199,96471,546261,48346
25200,99339,836362,29252
25201,35221,542021,20792
25202,70290,373648,5384
25203,93640,729449,77081
25204,18133,631420,4194
25205,58974,996862,19864
25206,47203,888755,2703
25207,89110,107831,1955
25208,31064,342641,6687
25209,39593,592769,9519
25210,81279,235119,7985
25211,31361,946965,92227
25212,16720,462079,93429
25213,415,324234,36117
25214,41719,364972,40025
25215,98965,841371,93021
25216,52488,637180,82042
25217,25023,725315,44491
25218,15309,291793,5747
25219,36114,685395,1757
25220,43386,976022,1747
25221,66387,636099,63070
25222,66201,102468,57310
25223,27469,548456,5462
25224,51345,493121,42916
25225,13677,75426,22244
25226,8150,534262,66768
25227,53034,783595,56519
25228,8699,333807,62569
25229,23000,793414,42646
25230,80171,608922,7964
25231,16700,466999,34836
25232,21163,48525,86897
25233,58770,960994,79285
25234,27764,393745,20660
25235,27573,232870,81075
25236,40004,737863,41128
25237,16054,696148,59890
25238,13967,283685,54253
25239,87728,490327,18940
25240,86561,915590,8812
25241,71190,833693,23
25242,89218,194894,47520
25243,9165,850860,50759
25244,56779,303394,9705
25245,72823,667445,34144
25246,77530,354613,39216
25247,82107,675522,31423
25248,40534,117769,12376
25249,43907,173372,45641
25250,75708,541410,91660
25251,50131,596848,15418
25252,51627,460915,3219
25253,21153,246553,16715
25254,85238,696358,88472
25255,96848,775518,83521
25256,7418,475709,57715
25257,81270,650899,88046
25258,72594,263438,52721
25259,12089,734132,54555
25260,61275,418253,98487
25261,20422,801209,90282
25262,95615,167827,95819
25263,14076,404876,95909
25264,17572,332584,46141
25265,46733,283485,86202
25266,79851,461543,34018
25267,85695,73619,2956
25268,9732,833472,48836
25269,9326,731074,98879
25270,21529,468831,30436
25271,22361,627864,15993
25272,82147,931544,31646
25273,58020,40938,78146
25274,27781,467206,4426
25275,55377,575023,19775
25276,29711,917438,87334
25277,61176,887542,72613
25278,35852,157964,30032
25279,87537,159518,11487
25280,13580,449844,86145
25281,14072,592628,74605
25282,14954,761848,57841
25283,90311,128461,9710
25284,98304,55669,56001
25285,37416,884166,86765
25286,78965,440778,68431
25287,38334,311774,22816
25288,39556,745975,97290
25289,18683,461014,30801
25290,69513,890885,13441
25291,98847,609601,41723
25292,53131,562499,64235
25293,39411,999627,11513
25294,80518,231258,66300
25295,44517,947897,40083
25296,42314,601568,11695
25297,31631,961205,62657
25298,18654,780563,78296
25299,94399,144548,17628
25300,55875,745909,75787
25301,73121,356537,58512
25302,38884,174342,64585
25303,62564,580435,65079
25304,7023,566718,14503
25305,2271,373977,30373
25306,54716,380789,38543
25307,76975,757321,49595
25308,29194,376203,42920
25309,31044,186574,78742
25310,4558,910116,72876
25311,75594,679275,88068
25312,77637,372395,55363
25313,53270,41152,23229
25314,9401,854173,46421
25315,77487,90571,46766
25316,10391,838385,44819
25317,95249,259458,18006
25318,38673,487825,21935
25319,37916,73317,54230
25320,40134,569646,80535
25321,61477,336785,57513
25322,68610,491620,53218
25323,46754,174269,6877
25324,87898,623038,15072
25325,98252,663765,5005
25326,7991,713279,27372
25327,35958,120908,41860
25328,37347,895394,43540
25329,665,131081,55384
25330,51663,249042,92615
25331,13664,579820,33529
25332,20182,761129,25286
25333,32744,601258,37779
25334,20882,394749,8666
25335,81585,677728,39794
25336,67213,707512,65616
25337,75882,841351,4526
25338,15800,785090,60523
25339,71493,635081,30206
25340,44737,449905,53248
25341,15696,118658,49901
25342,20388,288024,92762
25343,16460,840180,79534
25344,95878,894085,27438
25345,62069,720790,97281
25346,79356,855620,12247
25347,21077,83101,59145
25348,11602,8084,59868
25349,77590,13560,69411
25350,91918,293728,97689
25351,95492,137070,93708
25352,185,705951,90471
25353,5423,492875,61201
25354,9587,122860,80215
25355,21312,682309,22639
25356,20727,803810,8337
25357,43427,979465,73379
25358,53819,998782,46079
25359,23813,121506,22211
25360,71357,374113,68116
25361,12312,559028,85932
25362,18621,630262,25995
25363,54968,490020,94641
25364,29230,228851,69390
25365,95848,973752,28564
25366,60774,706127,26669
25367,43741,569421,57003
25368,58149,1574,39289
25369,63372,279933,10786
25370,93150,597952,4630
25371,266,146703,48476
25372,10127,584778,56660
25373,88248,225207,39822
25374,40547,599387,50392
25375,49295,893238,81026
25376,62593,314653,22801
25377,92036,5398,77009
25378,79855,945154,91816
25379,52790,172572,56331
25380,17511,746812,79846
25381,11010,557571,15595
25382,46641,934500,9083
25383,53142,78060,30476
25384,13121,658160,60667
25385,30797,241221,63823
25386,44365,779579,98726
25387,34217,693080,43216
25388,68830,714429,29305
25389,99508,969327,20295
25390,22503,947734,44751
25391,5750,498159,27688
25392,53854,368796,76807
25393,14541,910384,32030
25394,93680,842088,9279
25395,2819,183436,4773
25396,46471,804491,24875
25397,33819,166472,61356
25398,19660,38909,89503
25399,97273,46237,91414
25400,60960,592659,93406
25401,14434,95618,32005
25402,65862,608013,27568
25403,98741,771816,86537
25404,94478,100816,21372
25405,72102,141743,27568
25406,26919,34784,29590
25407,92831,984738,95273
25408,91344,725406,4421
25409,41798,34361,38971
25410,82275,648192,39796
25411,45983,245693,46480
25412,79010,454780,15862
25413,77790,537572,84540
25414,60797,896183,37758
25415,62773,30605,86382
25416,63357,935753,82074
25417,47370,175904,7815
25418,53333,372833,47570
25419,64064,417999,48257
25420,59431,943882,90400
25421,3809,487614,67951
25422,43771,914798,45349
25423,8415,841176,92592
25424,7977,554519,60993
25425,13786,937371,94146
25426,67465,982965,30825
25427,69785,510503,694
25428,79995,474035,11799
25429,76833,231386,60207
25430,99462,627400,11335
25431,72952,528944,18512
25432,54289,10152,22597
25433,23858,374332,47292
25434,47541,360295,34090
25435,6807,227177,60555
25436,89327,634025,16289
25437,31028,608736,71843
25438,96891,647437,52810
25439,70383,724856,82423
25440,41713,518052,40198
25441,796,936886,78433
25442,22501,777540,94703
25443,21830,72772,66775
25444,86423,514451,43990
25445,90460,624314,86263
25446,27586,404985,12202
25447,61341,403920,30447
25448,85639,626040,65406
25449,83944,931769,36142
25450,32047,329370,14382
25451,65099,362290,97022
25452,36584,956027,4926
25453,29453,807993,42075
25454,18084,818157,43815
25455,74284,604360,32679
25456,68407,792789,89814
25457,48721,461514,876
25458,69328,908460,28422
25459,96861,466531,84495
25460,21468,38859,85766
25461,96214,323592,20822
25462,3701,891939,98298
25463,89798,633011,9862
25464,66353,657211,31292
25465,64121,316036,88143
25466,55495,626696,97953
25467,96496,164452,85699
25468,80161,751971,91055
25469,12791,506497,8952
25470,91616,447973,44136
25471,83669,255629,12351
25472,95832,407013,57688
25473,31148,840399,85456
25474,63828,656888,23521
25475,72940,641338,69359
25476,91865,235013,67985
25477,6868,398000,89126
25478,99016,875375,70407
25479,75596,957201,47490
25480,19599,956958,36851
25481,14195,868,58136
25482,2066,533333,91993
25483,32449,68489,14577
25484,88936,481333,22648
25485,77962,998073,61283
25486,38702,355236,19581
25487,58598,558786,78324
25488,98854,964655,91478
25489,94033,443787,51129
25490,95304,728316,26440
25491,93159,18111,2606
25492,14312,800677,93618
25493,44676,697434,6629
25494,33962,573061,26542
25495,43980,421486,70269
25496,88779,108791,86883
25497,17252,140668,17122
25498,37069,928580,81243
25499,11607,76538,61424
25500,20041,611413,20954
25501,93697,314519,32370
25502,75924,201408,29368
25503,8739,354846,70417
25504,46915,803455,1270
25505,20620,424305,84638
25506,52300,798730,68065
25507,97464,32275,94597
25508,74022,828589,68944
25509,72424,354685,58751
25510,24892,617487,80568
25511,79805,473641,57006
25512,88811,467698,72418
25513,78216,964453,17693
25514,51907,971601,72181
25515,39365,166431,21335
25516,95694,78794,31630
25517,87366,819024,17812
25518,12586,949873,59828
25519,88067,49440,67557
25520,73883,513797,69337
25521,88720,94295,76846
25522,24032,534508,61757
25523,38156,934077,43771
25524,43131,970147,59063
25525,28494,334998,75011
25526,7790,341852,86603
25527,11017,515783,67113
25528,30677,119710,10876
25529,34724,887311,8924
25530,22736,555504,56499
25531,37271,343981,31573
25532,28237,945651,5530
25533,21091,293354,98633
25534,75687,988559,692
25535,53833,497285,9531
25536,53653,920740,54479
25537,70109,243275,32619
25538,7627,797805,77635
25539,7241,358550,34769
25540,61052,11322,1284
25541,14219,922254,94666
25542,20702,655303,77471
25543,95142,120281,2841
25544,35667,535579,47137
25545,99762,327147,14082
25546,61448,832940,91676
25547,35846,172305,36778
25548,71,540361,90363
25549,26263,832666,1116
25550,40243,2992,66927
25551,39238,430318,15203
25552,81972,66122,84431
25553,12003,38445,8153
25554,56322,827646,58599
25555,70834,857765,40996
25556,26267,132382,95903
25557,22710,711558,33826
25558,21576,698079,44444
25559,22634,41692,20677
25560,7306,547114,91791
25561,52696,2093,4820
25562,47407,301310,20847
25563,83802,583297,25297
25564,92054,454692,46208
25565,14183,645163,9674
25566,91683,621834,66970
25567,47666,107297,15321
25568,21103,415755,67164
25569,83294,568546,98967
25570,40833,779221,46594
25571,19288,880552,20038
25572,56752,743952,44350
25573,74856,154199,55075
25574,98738,307703,27997
25575,23049,270265,79613
25576,69689,732827,22965
25577,23945,784391,51244
25578,75905,433238,73678
25579,44501,609750,99588
25580,19000,844338,46069
25581,95351,809693,73086
25582,14600,37344,86336
25583,61598,714295,7357
25584,46124,504375,7777
25585,17475,144131,83333
25586,6932,928204,34619
25587,62365,994178,64058
25588,64761,318103,60692
25589,93865,948222,55646
25590,95951,794647,11819
25591,10744,921474,22797
25592,41712,222702,93861
25593,53269,429027,58874
25594,31852,505058,85401
25595,29423,791545,49780
25596,96219,201632,43722
25597,59464,915326,75107
25598,40250,284370,3622
25599,92123,303632,42420
25600,87189,52706,77072
25601,64806,764034,93574
25602,76756,432193,63088
25603,11694,860430,50420
25604,78525,173902,86919
25605,80880,333904,80429
25606,82885,283220,59948
25607,80459,480540,15573
25608,95693,683467,7200
25609,94961,741987,39428
25610,67726,125510,17720
25611,85799,716946,59325
25612,82939,128315,37035
25613,45401,218682,77773
25614,23160,12225,89527
25615,27694,530733,80209
25616,52847,360655,54705
25617,29524,847776,46444
25618,41420,639391,33002
25619,5023,441717,69566
25620,56023,205089,79044
25621,2712,415819,10350
25622,84843,629558,39664
25623,62548,407730,79808
25624,12645,97028,64669
25625,42334,960601,13356
25626,85156,741485,26360
25627,97954,257509,61093
25628,24185,21445,92426
25629,84919,923477,32399
25630,70990,35883,74756
25631,12011,548654,32742
25632,63014,964180,28600
25633,78038,938845,30995
25634,75368,831494,35219
25635,94404,243331,98244
25636,24607,798035,83238
25637,34479,829990,91798
25638,6182,667157,95075
25639,76945,711983,34223
25640,80588,395577,69588
25641,86709,799451,48428
25642,10778,348119,91338
25643,16909,172287,76729
25644,37760,826812,6840
25645,23349,453096,30053
25646,82347,310737,42075
25647,14284,965761,60094
25648,51685,152863,61680
25649,30149,585286,64757
25650,11526,142332,9297
25651,66362,314240,14497
25652,85227,732715,91795
25653,68733,227533,53484
25654,49579,78117,19465
25655,86035,324437,75117
25656,63813,232468,38395
25657,10253,508814,31532
25658,36782,944089,29677
25659,78306,378404,62455
25660,7311,361815,51371
25661,26691,907701,41405
25662,75888,976893,14202
25663,83260,317806,80907
25664,94355,612123,58503
25665,26784,148021,45942
25666,78395,246820,91975
25667,98302,382177,19655
25668,28630,295071,73095
25669,56524,567059,86241
25670,48248,718570,35376
25671,82885,381809,99687
25672,54486,499609,5009
25673,90154,832854,95809
25674,46262,309493,4466
25675,79316,152431,37324
25676,26883,515233,29141
25677,97744,843141,23417
25678,6231,656425,68096
25679,18233,455214,69130
25680,81302,764399,1006
25681,46837,241892,43030
25682,32003,67235,40241
25683,96392,276501,29758
25684,59923,282395,19744
25685,9403,630473,9514
25686,99234,517476,3488
25687,75516,986918,89885
25688,18002,159271,28054
25689,32130,901603,14352
25690,80129,522088,18114
25691,25721,809102,38077
25692,77675,322050,79801
25693,3433,418928,46189
25694,64009,820446,47102
25695,38978,957314,19099
25696,97576,898837,52709
25697,4635,199561,30428
25698,63418,402769,84333
25699,80815,495267,67948
25700,56985,983058,55707
25701,48768,405267,91429
25702,69658,351332,34634
25703,53947,244680,94493
25704,22022,559551,57405
25705,36277,843038,65851
25706,82668,427424,71496
25707,46851,522563,86740
25708,46842,576005,63659
25709,29653,683829,79294
25710,92243,888496,97932
25711,11195,723620,87437
25712,53368,371072,55529
25713,56652,476465,29161
25714,85261,955756,71063
25715,13975,42796,5395
25716,19821,952126,18190
25717,48187,139743,97516
25718,98070,324837,64135
25719,17368,541164,38464
25720,74513,237998,87181
25721,77286,734313,30405
25722,58954,948196,19817
25723,86375,994046,4653
25724,32631,862277,71273
25725,20396,886121,50490
25726,83290,684203,73516
25727,56878,305060,85995
25728,93023,27757,45921
25729,16305,170810,85247
25730,39537,155899,40924
25731,26089,920954,53240
25732,11410,764731,14701
25733,52542,346425,80800
25734,78357,486700,31243
25735,18647,584349,50098
25736,66078,58733,31138
25737,25650,744422,44137
25738,15214,706038,40730
25739,81452,757806,11577
25740,79064,470451,53500
25741,9676,200698,1150
25742,14905,683284,48460
25743,89134,516226,79647
25744,37770,834699,64595
25745,15454,575631,99989
25746,39222,826897,93002
25747,41569,212622,53778
25748,12576,435485,76276
25749,99151,777521,59236
25750,72795,477046,86972
25751,33358,486057,7181
25752,39218,42178,78286
25753,23616,109808,23334
25754,54512,835561,96694
25755,89912,251433,93249
25756,47787,766441,67954
25757,14325,319098,86465
25758,31823,710741,5216
25759,69726,917226,88466
25760,26535,152336,41535
25761,79801,674040,46032
25762,48738,485922,21759
25763,89524,559612,92584
25764,71378,218796,31938
25765,71254,209941,6480
25766,60153,401658,10170
25767,47954,197494,83393
25768,68713,311669,56258
25769,74470,288510,31657
25770,80995,544414,35428
25771,84265,988704,12146
25772,34387,203149,80709
25773,16043,517306,55155
25774,93661,964598,27264
25775,49163,139454,17497
25776,83812,766730,73251
25777,17938,340100,9178
25778,63810,284132,7743
25779,42501,984082,29401
25780,62217,57689,18738
25781,54835,829007,17221
25782,24351,261026,68181
25783,98504,730905,72434
25784,72992,747581,85955
25785,74421,920572,29192
25786,70842,988337,40232
25787,85804,136325,38831
25788,21813,193591,6806
25789,62325,464097,791
25790,41498,68442,7512
25791,8201,246801,5186
25792,68370,771914,99941
25793,8410,773061,92164
25794,4133,386700,83366
25795,18932,269045,86473
25796,85017,557420,97502
25797,21530,143235,50541
25798,79652,445887,41702
25799,75775,712850,23346
25800,12177,646773,88461
25801,537,824558,79583
25802,78689,203884,10143
25803,70709,814485,15824
25804,94872,120932,96875
25805,95354,518271,98646
25806,9287,571200,5765
25807,99628,112715,67083
25808,64678,935921,3908
25809,41437,160674,75793
25810,6626,12339,69394
25811,59485,761975,48632
25812,14193,31161,58494
25813,40388,20291,77157
25814,3889,987435,53392
25815,85742,953466,82386
25816,97527,812475,76450
25817,45254,575419,66575
25818,41702,111015,16956
25819,56447,438327,70992
25820,37851,73766,16194
25821,4842,650265,86770
25822,67884,38917,85998
25823,51589,567494,11710
25824,26900,623393,96493
25825,39769,653001,13450
25826,81352,473204,97737
25827,3764,65481,88250
25828,12992,116208,79722
25829,46974,692263,89405
25830,91708,669117,6159
25831,91560,512845,68105
25832,76782,562976,58124
25833,52183,631007,20336
25834,71865,177717,45744
25835,80591,211863,30304
25836,51848,409746,32416
25837,38886,641565,56725
25838,8816,131719,83357
25839,52687,763348,71112
25840,91806,919434,27917
25841,82309,513882,82779
25842,93609,502910,27741
25843,11331,383371,8063
25844,91018,592448,66292
25845,9757,704106,1537
25846,39371,858601,95442
25847,7967,551647,86523
25848,78606,637415,56786
25849,37230,223813,24069
25850,94501,719262,68119
25851,49074,168022,52398
25852,91510,523106,93465
25853,59729,274690,78648
25854,66658,447137,56445
25855,2547,925571,22324
25856,72255,114561,4108
25857,48007,317904,99925
25858,2310,256035,1588
25859,73262,706243,14
25860,48819,136222,61046
25861,30256,80534,79502
25862,85341,981471,45831
25863,26893,166031,23744
25864,99212,725699,13389
25865,8445,51964,99213
25866,14760,537932,59711
25867,2591,725555,5266
25868,80386,506651,12059
25869,25602,120800,17052
25870,3356,176827,98134
25871,68531,690407,78588
25872,11284,992346,66391
25873,30161,237934,88700
25874,51301,514819,16887
25875,33059,644241,72554
25876,79128,53196,99579
25877,66650,336746,40461
25878,88465,109344,4868
25879,83174,210801,34599
25880,69926,320484,89343
25881,41608,450446,1363
25882,51851,777412,41974
25883,71358,853508,47192
25884,47319,240502,82984
25885,46719,306660,45105
25886,42247,78331,78334
25887,66894,422132,64134
25888,58668,724957,17260
25889,77099,48603,61842
25890,26884,653739,37578
25891,88166,478844,28455
25892,81357,773960,86376
25893,62652,10217,71643
25894,93131,560172,54471
25895,5783,602001,3647
25896,9309,198845,25172
25897,3267,320680,16372
25898,5908,823974,94792
25899,78331,468139,58656
25900,54569,5131,41081
25901,78200,114903,37208
25902,30169,775645,37681
25903,95942,651154,31841
25904,1034,355753,58781
25905,70526,292794,69909
25906,6599,444947,57558
25907,34531,674436,82107
25908,54705,298824,31485
25909,96163,771291,61774
25910,41612,902692,30622
25911,31328,153808,4291
25912,95296,999982,1435
25913,45787,879392,6645
25914,46744,800939,86494
25915,84175,168191,25126
25916,65005,310658,6303
25917,71725,740107,2856
25918,1473,536823,36865
25919,81673,59302,469
25920,3951,220206,42827
25921,11049,226002,63473
25922,35315,787957,15469
25923,84588,296246,3562
25924,37104,971574,59015
25925,29474,378348,3418
25926,32001,878374,27144
25927,46123,514688,8412
25928,60241,900455,64112
25929,82724,174251,13730
25930,62015,182716,65941
25931,66483,632375,33124
25932,4323,376955,7662
25933,43174,49834,763
25934,67445,116508,13959
25935,1249,49855,37057
25936,49371,915543,74440
25937,52750,851050,28609
25938,26669,252002,37147
25939,87221,69089,49238
25940,19570,754468,28676
25941,77502,131273,16074
25942,51806,364378,52757
25943,84552,568246,64070
25944,86846,711357,96635
25945,4935,327220,91028
25946,19772,861735,96812
25947,16135,710952,68298
25948,65835,470728,5406
25949,66339,618511,85529
25950,18077,834549,53298
25951,67257,391568,39297
25952,24972,546318,59669
25953,4543,315912,65640
25954,38157,420769,22055
25955,4311,551542,39920
25956,41108,202046,43630
25957,88613,356765,50938
25958,96359,422047,28118
25959,19549,630583,8609
25960,22696,777014,14687
25961,69163,466031,17119
