Registration_id,Course_id,Client_id
27949,15400,23880
27950,97023,37127
27951,28032,27031
27952,14662,2302
27953,72079,86889
27954,70215,41095
27955,51236,97110
27956,2355,45703
27957,67746,53649
27958,6922,68618
27959,65909,1593
27960,98081,49229
27961,75241,12337
27962,90025,41560
27963,52711,64211
27964,32355,47047
27965,71299,96239
27966,46594,64682
27967,52538,64163
27968,15517,61249
27969,41521,75332
27970,73932,55781
27971,88038,12561
27972,441,89493
27973,98651,59605
27974,42894,18488
27975,237,86911
27976,67995,28488
27977,24472,11773
27978,22520,37586
27979,36502,68837
27980,97527,62818
27981,20857,96360
27982,32891,76714
27983,41062,88803
27984,35760,91143
27985,57220,43467
27986,77068,7349
27987,67714,67498
27988,86234,2638
27989,46291,36848
27990,55242,64138
27991,28035,19446
27992,53707,33698
27993,66802,14537
27994,91255,85021
27995,90043,56135
27996,66426,50747
27997,81113,7439
27998,46473,40659
27999,97030,10322
28000,96310,73123
28001,26594,62303
28002,75288,82621
28003,58499,71054
28004,68602,28355
28005,66598,49075
28006,13568,21530
28007,73983,85756
28008,54518,82449
28009,33262,38336
28010,4331,31164
28011,7777,30927
28012,72326,44906
28013,44396,20199
28014,72837,38013
28015,43133,35577
28016,87401,59127
28017,63699,95507
28018,58571,52344
28019,10539,61550
28020,21201,43238
28021,57326,76939
28022,76581,86452
28023,18845,77337
28024,89760,96437
28025,59881,25249
28026,268,12471
28027,43266,35389
28028,56624,30323
28029,12496,17814
28030,58165,93300
28031,54025,95804
28032,26811,79301
28033,48153,76480
28034,50911,7292
28035,6711,86083
28036,27698,96652
28037,65370,94715
28038,45461,20882
28039,17121,23302
28040,22213,90814
28041,99544,4504
28042,88381,4491
28043,6564,87924
28044,8273,14271
28045,84264,25771
28046,29338,65156
28047,87070,53140
28048,9813,65600
28049,81107,52975
28050,76143,68913
28051,23722,42708
28052,35919,20141
28053,89509,36566
28054,37847,92172
28055,56169,11974
28056,15683,16482
28057,81073,15049
28058,63037,49260
28059,40814,75093
28060,31712,11015
28061,83160,99421
28062,53369,67701
28063,9534,46616
28064,79989,43358
28065,67087,92135
28066,7212,11962
28067,99158,42018
28068,29453,88852
28069,93104,33897
28070,11144,25578
28071,86941,87438
28072,83903,8743
28073,46341,95219
28074,17864,29511
28075,88807,31355
28076,83491,31451
28077,28433,1790
28078,89557,40022
28079,81401,53441
28080,49956,62907
28081,78788,18176
28082,15469,75873
28083,69855,45631
28084,83346,23417
28085,87830,99237
28086,90704,24470
28087,61469,11446
28088,90264,12210
28089,33550,66032
28090,14118,39198
28091,76534,56766
28092,29482,90839
28093,35127,85378
28094,3659,32649
28095,90634,22455
28096,41529,969
28097,90576,55615
28098,45164,72489
28099,32784,899
28100,98750,90150
28101,98827,76597
28102,29766,17665
28103,1474,71719
28104,52876,19215
28105,48760,94197
28106,78387,18514
28107,28811,4273
28108,73179,34827
28109,5352,78219
28110,43973,278
28111,72711,65255
28112,48176,51350
28113,84811,64502
28114,43363,97865
28115,42700,13951
28116,83212,85327
28117,84099,41256
28118,1041,6336
28119,65778,99453
28120,82192,87196
28121,25263,28691
28122,39512,79496
28123,60189,83047
28124,77305,5386
28125,76681,21040
28126,4523,74726
28127,28731,7580
28128,96690,49182
28129,72704,94303
28130,24548,13094
28131,15653,91587
28132,38030,1400
28133,672,74191
28134,34697,27843
28135,96813,97632
28136,94640,62375
28137,84310,16377
28138,74053,64580
28139,36029,24943
28140,38123,23171
28141,90955,84632
28142,1320,46571
28143,79385,39698
28144,20912,57143
28145,80259,14388
28146,2356,18801
28147,79149,58115
28148,7030,75630
28149,86987,35659
28150,49901,52912
28151,29920,27895
28152,3580,32717
28153,49538,92768
28154,47866,2472
28155,70826,7836
28156,26208,49965
28157,51139,30030
28158,34834,17284
28159,96440,26969
28160,89927,15499
28161,56471,34148
28162,45819,61815
28163,15038,8332
28164,76058,92961
28165,58601,26682
28166,25325,11016
28167,83933,88113
28168,66762,85080
28169,71219,42856
28170,50769,94142
28171,33734,13441
28172,3330,2024
28173,3545,46059
28174,26669,52432
28175,59971,78549
28176,71558,79676
28177,75097,25955
28178,20193,37231
28179,73697,65472
28180,70594,8116
28181,22207,96948
28182,5057,48915
28183,61172,81528
28184,76322,87581
28185,5197,77545
28186,26411,93990
28187,7098,15082
28188,8833,46016
28189,40656,87745
28190,46048,31511
28191,44379,23715
28192,28435,49186
28193,3692,14256
28194,52890,49140
28195,71328,63126
28196,95485,10743
28197,25933,48390
28198,91777,35336
28199,43331,31073
28200,65918,31685
28201,28624,92845
28202,82326,19656
28203,12076,4476
28204,82987,87833
28205,60895,47267
28206,15928,88507
28207,35495,31273
28208,80199,90277
28209,54230,68377
28210,45750,54166
28211,3775,30144
28212,39808,38929
28213,10360,37265
28214,72093,49483
28215,51896,60610
28216,55587,20582
28217,23992,83187
28218,48063,20527
28219,37700,22542
28220,62661,57972
28221,88159,50679
28222,48925,60265
28223,64058,37126
28224,59872,23280
28225,76828,85701
28226,13394,8515
28227,64460,98396
28228,91433,95294
28229,29312,66228
28230,7908,67895
28231,50279,6318
28232,95133,25708
28233,59153,35398
28234,61289,39476
28235,84767,79452
28236,79513,11926
28237,96076,16095
28238,39893,25459
28239,75150,84267
28240,24058,69092
28241,50982,73053
28242,77446,57262
28243,90318,79097
28244,74367,89372
28245,91112,7356
28246,70681,6407
28247,95543,4843
28248,27917,2044
28249,83692,46258
28250,73472,79917
28251,36606,54241
28252,26797,91923
28253,10771,17081
28254,92670,26476
28255,19898,45966
28256,82519,2417
28257,7147,93899
28258,96612,20625
28259,537,76172
28260,1402,87354
28261,33743,57963
28262,74993,66437
28263,2898,92717
28264,4808,6237
28265,63614,89391
28266,20237,9661
28267,93613,74645
28268,6125,27240
28269,34002,44389
28270,76539,25642
28271,48551,5850
28272,72697,26098
28273,52706,20400
28274,86111,92713
28275,71546,15485
28276,60934,46248
28277,53131,35313
28278,36114,53879
28279,62879,97555
28280,71855,19959
28281,47096,11371
28282,50250,61445
28283,4722,62802
28284,55532,65958
28285,4094,25152
28286,15593,69427
28287,89398,23931
28288,10305,10881
28289,86290,27320
28290,90956,76330
28291,1464,27429
28292,97296,66156
28293,19747,72855
28294,20238,87664
28295,88440,76763
28296,82169,95553
28297,9199,61927
28298,73222,73007
28299,4533,66728
28300,60767,64226
28301,64406,89375
28302,39154,51676
28303,2035,20688
28304,32995,2707
28305,33175,43553
28306,16697,90283
28307,65411,40025
28308,4486,97259
28309,69543,80057
28310,46604,71402
28311,80140,38633
28312,42727,79938
28313,14624,83342
28314,46073,37015
28315,34138,25210
28316,8270,26578
28317,851,15661
28318,2234,80447
28319,9918,61476
28320,17308,23047
28321,50021,92455
28322,20588,62232
28323,90365,14309
28324,45822,12032
28325,86141,28143
28326,13614,43823
28327,30121,6229
28328,8895,68878
28329,27406,64113
28330,81170,28835
28331,58679,35382
28332,23748,58867
28333,8540,87449
28334,98943,60543
28335,86494,40851
28336,38717,10070
28337,65135,11000
28338,15531,64566
28339,35133,21764
28340,58464,25047
28341,49471,14810
28342,37178,62641
28343,60404,11810
28344,40705,57897
28345,45308,79077
28346,39696,29789
28347,17083,28897
28348,99474,8030
28349,23563,28174
28350,4523,14916
28351,29593,8291
28352,92319,19008
28353,46548,95678
28354,98227,51865
28355,16352,14028
28356,71543,92076
28357,81758,25215
28358,42475,31827
28359,63281,33954
28360,94894,81578
28361,27734,20890
28362,84173,67146
28363,36630,79817
28364,31750,74727
28365,69250,72711
28366,45610,14403
28367,3873,513
28368,52462,37873
28369,54998,62195
28370,81218,79661
28371,37951,52724
28372,47728,94701
28373,80352,47709
28374,99783,38950
28375,74890,50331
28376,63209,5985
28377,55844,15399
28378,50468,83292
28379,67181,91561
28380,49571,88091
28381,61536,89990
28382,99335,94693
28383,22529,4476
28384,65175,89879
28385,19008,45660
28386,34332,16843
28387,32248,5836
28388,87087,10379
28389,27038,6071
28390,77625,90502
28391,13959,68795
28392,7745,47407
28393,91133,95114
28394,95165,34294
28395,77878,38142
28396,3038,95768
28397,47371,13330
28398,90782,36026
28399,7965,50870
28400,42546,42109
28401,39355,96686
28402,56764,88312
28403,72870,5338
28404,78799,14776
28405,41838,52485
28406,76607,59959
28407,4028,29370
28408,96074,42300
28409,50762,50622
28410,60293,9497
28411,98004,32126
28412,64521,12538
28413,64735,24386
28414,26552,37374
28415,65628,17658
28416,35930,64571
28417,69603,43504
28418,39567,51145
28419,17936,79342
28420,2103,21459
28421,97449,64619
28422,12620,11752
28423,71274,18787
28424,88144,84823
28425,10693,3820
28426,73300,44418
28427,89842,12680
28428,5441,70268
28429,71636,19626
28430,91538,42081
28431,11852,98563
28432,13100,70173
28433,89212,70699
28434,3396,56134
28435,60729,74894
28436,78861,63708
28437,76561,806
28438,16252,13853
28439,90936,1310
28440,52448,9685
28441,26531,65301
28442,18184,63133
28443,50047,70669
28444,60407,53083
28445,80413,74014
28446,93498,6903
28447,58408,37362
28448,38027,70037
28449,9456,86077
28450,10350,45942
28451,62090,81230
28452,86763,38035
28453,25457,52103
28454,50834,10966
28455,9728,84395
28456,21874,4429
28457,1254,88470
28458,14475,74053
28459,59736,64391
28460,87659,42605
28461,44957,91763
28462,58098,35902
28463,67700,49778
28464,58941,1269
28465,71459,36999
28466,49913,3247
28467,80343,94390
28468,37111,29819
28469,53464,15409
28470,14498,20331
28471,17382,4050
28472,19880,3096
28473,45011,96447
28474,68766,41450
28475,79617,78596
28476,28675,51396
28477,40988,32656
28478,9987,90453
28479,70996,50113
28480,60415,49100
28481,68822,33062
28482,98774,11676
28483,21385,44662
28484,74107,4940
28485,38870,698
28486,89150,30768
28487,2513,49909
28488,22161,22308
28489,97117,55622
28490,56135,17667
28491,89686,20149
28492,41486,27135
28493,9114,45203
28494,90424,45715
28495,94284,45513
28496,39234,93603
28497,55751,88404
28498,87491,96700
28499,93811,89900
28500,49048,59236
28501,17244,63057
28502,99275,60607
28503,29470,94259
28504,93168,53034
28505,5137,51780
28506,76032,96203
28507,52476,63929
28508,28589,7020
28509,54361,81036
28510,18778,14053
28511,53479,79322
28512,18445,37484
28513,3173,27491
28514,51483,5363
28515,74247,73487
28516,38733,73809
28517,67155,85504
28518,89785,74673
28519,19817,76196
28520,63557,18320
28521,40340,7294
28522,27850,73789
28523,8908,11545
28524,63382,41476
28525,65482,20163
28526,74927,73147
28527,3109,30275
28528,68025,40881
28529,58329,49172
28530,46468,3192
28531,10218,3798
28532,24850,66900
28533,57438,15456
28534,94835,18351
28535,83537,89061
28536,69622,41695
28537,21173,24053
28538,84206,68188
28539,11261,81348
28540,27938,36711
28541,61650,55709
28542,77242,82321
28543,15165,82113
28544,51331,88505
28545,40923,71029
28546,59409,44137
28547,82183,51226
28548,50690,86145
28549,31917,28638
28550,80599,97137
28551,72036,10671
28552,36470,18228
28553,45920,23128
28554,67083,16870
28555,13816,67923
28556,82377,84836
28557,93745,22369
28558,93096,59327
28559,31462,7446
28560,64034,67942
28561,66163,14779
28562,13317,98829
28563,91602,64070
28564,21696,5894
28565,73503,19096
28566,54693,31786
28567,96508,15828
28568,54866,35413
28569,40340,58538
28570,39161,97864
28571,62859,53772
28572,96782,62807
28573,77681,49275
28574,85323,50838
28575,59675,23529
28576,44876,70458
28577,36314,40032
28578,62291,90139
28579,63925,47137
28580,14649,14805
28581,12282,18781
28582,91230,50099
28583,39384,41602
28584,64722,95631
28585,1314,54340
28586,59844,22043
28587,84621,32105
28588,5211,8331
28589,29036,75199
28590,71867,70604
28591,41678,76786
28592,26760,81921
28593,13473,34538
28594,394,59274
28595,68085,87551
28596,64902,23947
28597,99422,54341
28598,67400,26388
28599,19646,74744
28600,47658,91715
28601,75996,60369
28602,9573,35994
28603,55874,5974
28604,47718,84287
28605,24734,80880
28606,1710,59288
28607,65136,96830
28608,77445,26785
28609,15202,5330
28610,30731,86087
28611,84664,91508
28612,88104,15322
28613,19078,53471
28614,71819,72743
28615,16671,71528
28616,8352,79644
28617,41902,94016
28618,52787,43709
28619,24842,88330
28620,81101,21519
28621,93297,62114
28622,43381,48707
28623,16554,69912
28624,94683,40725
28625,39160,8216
28626,99317,4993
28627,90444,33146
28628,77793,64069
28629,9819,48548
28630,23798,81981
28631,61585,95209
28632,25871,83411
28633,17655,49380
28634,2581,953
28635,10099,38795
28636,96003,86335
28637,6254,75240
28638,75613,82016
28639,94803,94982
28640,36067,46954
28641,83544,26190
28642,19731,27932
28643,48943,85007
28644,55974,65288
28645,45458,31768
28646,25037,41691
28647,82107,91182
28648,30521,93534
28649,44392,72160
28650,10326,15710
28651,3083,69628
28652,98541,72376
28653,47547,45205
28654,94421,34934
28655,52836,77439
28656,28547,87515
28657,70124,48545
28658,70969,52802
28659,45192,99741
28660,76185,35813
28661,35694,97264
28662,87895,12153
28663,44179,47472
28664,92226,32615
28665,49629,19155
28666,47835,7239
28667,85061,58421
28668,67923,57959
28669,68473,89583
28670,56825,61438
28671,69069,1800
28672,47038,7364
28673,17239,6235
28674,63395,30906
28675,57877,79749
28676,36558,24867
28677,85500,78643
28678,78683,86159
28679,27627,1889
28680,57099,5311
28681,45170,41070
28682,92533,10304
28683,44513,87470
28684,70289,14936
28685,1063,1412
28686,38805,45924
28687,16302,73749
28688,85731,12611
28689,11007,88275
28690,42900,84893
28691,38520,53491
28692,72653,28148
28693,70696,81189
28694,11947,74180
28695,31724,56376
28696,25403,41544
28697,69359,18809
28698,93956,11227
28699,94396,98011
28700,35348,11731
28701,45779,55600
28702,24734,92428
28703,9615,13894
28704,12746,44764
28705,82630,65497
28706,60094,33346
28707,93374,86445
28708,19268,27999
28709,45992,38330
28710,43399,46786
28711,1153,13077
28712,70223,22096
28713,5169,37355
28714,28851,5514
28715,47039,84968
28716,37783,54606
28717,48429,35152
28718,99193,26282
28719,34517,86531
28720,69670,51266
28721,38458,84448
28722,47102,42616
28723,33391,94427
28724,29105,15806
28725,92501,78943
28726,48399,71372
28727,66696,48724
28728,41096,52691
28729,93065,64281
28730,51678,54816
28731,29140,22467
28732,85665,79842
28733,9119,26536
28734,47095,77468
28735,60998,97519
28736,31126,40619
28737,72567,77072
28738,3233,31186
28739,35800,81825
28740,92927,65810
28741,56656,88470
28742,54150,42663
28743,28634,2673
28744,54559,67630
28745,66911,76366
28746,2950,72567
28747,76872,17148
28748,72296,86065
28749,60761,49931
28750,64119,13224
28751,40988,12378
28752,57026,160
28753,65198,61548
28754,68066,29266
28755,92987,11547
28756,8693,47889
28757,86904,42229
28758,67655,3550
28759,53951,58539
28760,47553,3899
28761,10958,72700
28762,37375,14324
28763,96068,56054
28764,64256,93679
28765,50906,50720
28766,61514,36771
28767,14483,89309
28768,20566,76083
28769,15673,70952
28770,71882,83496
28771,11833,93473
28772,52524,1405
28773,80458,39165
28774,90728,59756
28775,75022,4720
28776,13325,74953
28777,29758,21200
28778,63207,16041
28779,61727,70606
28780,53441,55560
28781,15770,60441
28782,81852,62920
28783,35153,13393
28784,66220,33576
28785,80729,35365
28786,30433,95466
28787,35451,60863
28788,38949,71468
28789,69940,14592
28790,93069,87797
28791,11526,13186
28792,80399,50731
28793,76516,69027
28794,81270,38308
28795,65928,78656
28796,4310,18919
28797,87488,23394
28798,42128,77387
28799,99265,81871
28800,3464,57202
28801,372,80746
28802,50752,93501
28803,88806,88961
28804,81624,75364
28805,50633,86422
28806,24471,1232
28807,76484,54770
28808,82476,16481
28809,25860,18878
28810,39310,25206
28811,33193,24895
28812,25667,54408
28813,80567,2782
28814,39684,41874
28815,83098,79469
28816,60121,30089
28817,74736,17843
28818,97518,54956
28819,25835,10936
28820,32148,16982
28821,66567,27833
28822,72835,65335
28823,68067,6462
28824,98034,92456
28825,50202,8644
28826,85056,47331
28827,31678,31025
28828,30761,69622
28829,85551,83129
28830,79885,45040
28831,23976,57149
28832,97339,2298
28833,96167,50199
28834,94228,66892
28835,59845,47388
28836,80755,69045
28837,39193,65151
28838,90032,31190
28839,64115,39912
28840,68494,88382
28841,57285,28018
28842,54151,28820
28843,56646,84823
28844,17256,81603
28845,99950,19682
28846,37253,10532
28847,85829,14737
28848,37426,42263
28849,16064,83178
28850,26769,92083
28851,89918,98176
28852,53360,91142
28853,28318,76529
28854,98625,88081
28855,62438,74132
28856,4386,77242
28857,84129,53733
28858,14567,99460
28859,61676,91172
28860,83144,13791
28861,61462,40511
28862,61281,39296
28863,1798,54965
28864,21459,99817
28865,65274,19423
28866,9891,47319
28867,6322,667
28868,32418,93254
28869,22902,66182
28870,95875,29730
28871,42507,65470
28872,6613,3597
28873,51659,39174
28874,10078,55865
28875,49572,54918
28876,85670,44243
28877,79240,98589
28878,46949,99918
28879,18106,71421
28880,55551,40115
28881,62900,83306
28882,87984,53508
28883,2724,52621
28884,98750,8424
28885,22849,50689
28886,47847,82155
28887,10555,94069
28888,64848,49749
28889,28508,32998
28890,72643,54765
28891,6154,36428
28892,46428,15691
28893,38203,59242
28894,51931,8682
28895,11288,90011
28896,47267,44171
28897,36053,58510
28898,34630,59618
28899,1819,54589
28900,72451,87692
28901,69419,60401
28902,26443,74825
28903,24829,39028
28904,73853,74213
28905,94401,24153
28906,88144,60970
28907,2817,79878
28908,20538,45007
28909,18028,84650
28910,87651,41487
28911,17852,63453
28912,12977,51591
28913,37241,9533
28914,15125,24049
28915,98343,56102
28916,82097,41908
28917,31527,8406
28918,34143,47383
28919,27472,6270
28920,41831,40861
28921,76210,95743
28922,49818,95061
28923,56492,6625
28924,54147,89015
28925,1431,96151
28926,23402,85504
28927,9787,90217
28928,91367,2546
28929,29974,8006
28930,65548,54869
28931,70512,7794
28932,35565,51337
28933,96579,50529
28934,94921,24696
28935,51930,48933
28936,3506,38294
28937,14779,82590
28938,25694,60673
28939,16850,34261
28940,37118,93922
28941,40818,43001
28942,13152,3337
28943,10032,68486
28944,26234,24995
28945,98709,90744
28946,2358,10506
28947,93037,84871
28948,19936,50481
28949,23449,17212
28950,83999,54401
28951,50053,50726
28952,96308,99539
28953,49278,77132
28954,67747,92329
28955,78390,10732
28956,83142,52402
28957,52249,34140
28958,36049,91882
28959,30129,35747
28960,78918,13017
28961,41499,73358
28962,70178,85614
28963,45151,24584
28964,2679,76341
28965,72396,19677
28966,85353,21266
28967,97475,68738
28968,76855,33585
28969,85475,98827
28970,87337,8021
28971,55696,34917
28972,29963,13194
28973,73276,64871
28974,26649,65838
28975,12001,53665
28976,12098,53158
28977,20516,70399
28978,98529,48173
28979,15781,11750
28980,58876,58518
28981,7676,36049
28982,69332,53137
28983,59697,46773
28984,64860,77713
28985,78443,71810
28986,73205,10252
28987,8783,62082
28988,23769,48253
28989,66867,25699
28990,34313,33129
28991,30304,76628
28992,8392,1285
28993,1049,18127
28994,52649,12418
28995,41609,92922
28996,96023,39654
28997,19989,86411
28998,14494,93093
28999,73591,82541
29000,50679,50661
29001,19077,99098
29002,49554,84036
29003,94616,82718
29004,58077,93704
29005,74907,32056
29006,28610,12355
29007,37954,15765
29008,14601,89996
29009,37077,9210
29010,96927,66320
29011,62722,42609
29012,41522,13699
29013,49398,86281
29014,27172,28642
29015,6564,61525
29016,68750,2054
29017,62318,10095
29018,51555,53987
29019,6379,90719
29020,39765,71590
29021,13430,28305
29022,93318,221
29023,16887,78267
29024,1162,85372
29025,43749,79619
29026,18397,71941
29027,1147,60589
29028,11790,46204
29029,69633,19240
29030,45264,55805
29031,28668,34834
29032,27686,23069
29033,32949,72152
29034,18778,98387
29035,95267,33753
29036,97768,60917
29037,59514,43199
29038,65342,98395
29039,66560,1680
29040,87847,43930
29041,43444,25011
29042,39318,2960
29043,39728,91808
29044,79842,22103
29045,3750,99566
29046,14555,39535
29047,4132,91778
29048,27688,94903
29049,32959,15177
29050,13687,69879
29051,30566,26905
29052,4689,35531
29053,77374,81653
29054,94801,92398
29055,60235,1957
29056,69786,28782
29057,48526,72041
29058,70943,55103
29059,71265,47064
29060,90878,65751
29061,85940,91318
29062,90638,70353
29063,20938,3224
29064,61230,27933
29065,37042,93320
29066,37185,85783
29067,15754,55363
29068,28365,70436
29069,71361,15010
29070,36891,33076
29071,51951,42205
29072,67771,121
29073,65172,8844
29074,25224,61106
29075,68758,42107
29076,51921,64156
29077,64671,11426
29078,60910,29305
29079,41065,53713
29080,3163,59929
29081,39761,6713
29082,26886,22280
29083,86458,25399
29084,18463,8472
29085,22253,47621
29086,42502,18297
29087,87423,84457
29088,45347,17641
29089,45251,34281
29090,31375,63886
29091,30096,23881
29092,8114,73144
29093,355,96676
29094,3828,18173
29095,48752,15156
29096,70183,11986
29097,84685,48547
29098,51183,82393
29099,25477,56482
29100,19593,20095
29101,91570,92888
29102,94568,13242
29103,78957,87696
29104,82398,475
29105,90840,18656
29106,95795,76340
29107,70489,21709
29108,98534,95997
29109,30404,75818
29110,16073,70098
29111,91739,70498
29112,87427,74272
29113,71134,9978
29114,12734,2681
29115,75516,19534
29116,11227,73894
29117,2776,63632
29118,57561,85712
29119,93439,16382
29120,49973,46707
29121,6569,60059
29122,94239,45451
29123,22281,1158
29124,50346,59803
29125,91285,7649
29126,50178,67448
29127,66315,62011
29128,64223,23534
29129,58763,18888
29130,37415,7358
29131,31431,81818
29132,4620,94970
29133,92309,91663
29134,20633,98656
29135,9756,22100
29136,33339,2470
29137,3372,1129
29138,25093,83324
29139,14616,2045
29140,42404,76440
29141,61866,75529
29142,76086,71467
29143,74160,48309
29144,40209,1337
29145,43453,71170
29146,62007,29600
29147,90284,31727
29148,73934,6162
29149,56872,6729
29150,92304,45885
29151,33219,64820
29152,84727,79587
29153,24614,27362
29154,78862,66191
29155,49414,72344
29156,18046,81877
29157,10942,61490
29158,34805,50973
29159,60286,57691
29160,74421,75504
29161,27738,92142
29162,13981,63425
29163,23287,28859
29164,58921,53376
29165,98151,99681
29166,53674,43477
29167,9185,50237
29168,89370,39206
29169,49646,74556
29170,6986,65833
29171,79851,3501
29172,85048,14856
29173,2416,94811
29174,66663,47361
29175,88748,51540
29176,37309,63298
29177,4067,94243
29178,6852,86797
29179,18505,2218
29180,65833,98716
29181,73015,34612
29182,69337,64590
29183,38681,77031
29184,40415,56907
29185,82043,2502
29186,4970,44305
29187,89587,8673
29188,92931,29625
29189,2351,5320
29190,84364,10606
29191,18616,27490
29192,21864,74852
29193,81940,115
29194,74834,41505
29195,18524,48111
29196,62923,84478
29197,42489,42644
29198,49179,90523
29199,75944,84040
29200,69002,40695
29201,41363,63840
29202,93355,64973
29203,57071,36580
29204,8484,3314
29205,503,16203
29206,20831,48054
29207,71775,76067
29208,36942,18285
29209,20289,50525
29210,70833,96446
29211,10219,98673
29212,44935,50075
29213,5070,25277
29214,45325,18723
29215,45311,85103
29216,78421,93424
29217,6761,44758
29218,68882,30282
29219,82179,78290
29220,41503,45090
29221,7859,85264
29222,62335,71104
29223,69381,12545
29224,33809,91087
29225,1564,82730
29226,58572,24714
29227,81330,83047
29228,48969,64501
29229,11455,4391
29230,3045,5124
29231,31123,95537
29232,44253,33940
29233,50399,99832
29234,34821,89086
29235,87632,13975
29236,35511,18495
29237,68222,23798
29238,33438,49934
29239,61823,61467
29240,31981,72305
29241,29262,4820
29242,40481,92148
29243,99987,27343
29244,53475,73814
29245,99616,93031
29246,8655,22068
29247,70465,71023
29248,5410,26336
29249,59360,76486
29250,53718,4295
29251,73471,66066
29252,60327,27597
29253,6585,64
29254,69727,36860
29255,92779,39798
29256,22826,27056
29257,50774,56003
29258,98843,79252
29259,13151,21889
29260,33853,20334
29261,71471,665
29262,67725,31581
29263,18398,93515
29264,70146,8430
29265,51146,78583
29266,90477,88473
29267,76442,16065
29268,77393,87024
29269,78304,97568
29270,34733,53500
29271,69187,63576
29272,26137,91281
29273,56274,5450
29274,66689,19799
29275,70754,70109
29276,32764,40521
29277,8838,55687
29278,93758,29334
29279,57736,89062
29280,4287,99580
29281,64578,14574
29282,75425,86381
29283,58112,76613
29284,67515,69945
29285,32594,40676
29286,89687,50959
29287,9648,27653
29288,11611,51657
29289,75941,88407
29290,33339,71367
29291,80675,77164
29292,12638,99191
29293,32939,39783
29294,71393,44224
29295,6864,24639
29296,47052,66757
29297,66147,24664
29298,62871,62838
29299,846,52415
29300,83913,90073
29301,90505,79716
29302,11768,26461
29303,84996,21019
29304,49557,36815
29305,55632,4009
29306,49088,87388
29307,49880,60184
29308,85970,84137
29309,27935,45713
29310,27054,41672
29311,90510,35270
29312,55969,72508
29313,74966,99273
29314,47601,17803
29315,97940,11030
29316,60570,39058
29317,40915,2437
29318,25677,66124
29319,63798,24924
29320,75317,22949
29321,81193,13046
29322,61847,64198
29323,17015,11978
29324,89165,48452
29325,4594,32179
29326,47828,97940
29327,38975,47053
29328,82437,93330
29329,84480,47031
29330,99708,25361
29331,34465,58636
29332,53836,13945
29333,46607,94787
29334,32125,22485
29335,73209,76534
29336,40855,21105
29337,42315,9541
29338,83048,26861
29339,969,79375
29340,64209,14325
29341,80230,8373
29342,99135,14978
29343,8357,83571
29344,5388,34937
29345,1582,53986
29346,36920,7286
29347,43344,30410
29348,2556,38417
29349,57956,76389
29350,18739,21160
29351,11990,19444
29352,82604,89846
29353,98012,73631
29354,53872,44567
29355,88625,27032
29356,90096,4928
29357,75532,97171
29358,73797,80109
29359,61802,20711
29360,15629,6289
29361,48555,29312
29362,43588,46103
29363,25620,21587
29364,62303,80896
29365,26269,52758
29366,62857,74723
29367,43326,31162
29368,87684,9378
29369,50250,24670
29370,44136,68715
29371,18882,55173
29372,19548,30572
29373,12564,39012
29374,86314,42149
29375,12204,24861
29376,4268,74168
29377,26062,45525
29378,88979,79700
29379,51388,96280
29380,26228,38167
29381,24431,85845
29382,59947,19427
29383,53587,63937
29384,53931,37634
29385,48493,67851
29386,96083,85574
29387,21692,55967
29388,36085,18292
29389,31224,46001
29390,61823,1100
29391,96504,5858
29392,67712,55007
29393,3999,4249
29394,6927,93800
29395,17644,41165
29396,13618,80719
29397,50497,4842
29398,44432,15117
29399,80027,56889
29400,85293,3934
29401,67909,78702
29402,20845,76016
29403,74701,10920
29404,18616,84886
29405,65877,40345
29406,24881,85357
29407,31397,70601
29408,77434,77990
29409,28479,48243
29410,51438,54477
29411,40928,90396
29412,33043,72370
29413,61668,73831
29414,86930,97351
29415,51952,47629
29416,47271,14884
29417,2204,1896
29418,51611,36127
29419,57271,56315
29420,89359,24802
29421,14626,61227
29422,78982,56942
29423,46318,76521
29424,43710,52361
29425,38027,58290
29426,1503,95586
29427,24282,30362
29428,39580,81630
29429,87148,22838
29430,76254,48114
29431,65110,57994
29432,50580,25804
29433,33233,27358
29434,25212,14483
29435,30745,25091
29436,22066,92602
29437,47083,18433
29438,85004,18556
29439,39048,98369
29440,16377,316
29441,35219,23214
29442,76490,17113
29443,82746,78247
29444,61480,40123
29445,60550,58617
29446,65165,89859
29447,69371,59388
29448,2857,81282
29449,19605,19324
29450,63604,82000
29451,90921,24838
29452,27303,89586
29453,57327,60059
29454,16783,86071
29455,8033,60903
29456,8800,65402
29457,7325,28790
29458,78552,82046
29459,94008,82015
29460,98914,588
29461,13940,5003
29462,69819,14499
29463,61716,66159
29464,30249,68354
29465,52164,32827
29466,61435,85828
29467,98179,8737
29468,20196,12244
29469,91525,92747
29470,73094,79236
29471,98937,79069
29472,98309,83842
29473,3850,12903
29474,70959,5575
29475,71742,32682
29476,80560,71528
29477,9623,48248
29478,88857,45948
29479,75510,62834
29480,43041,24438
29481,23875,54703
29482,5084,96299
29483,62342,38742
29484,47996,39543
29485,48624,3820
29486,36130,7285
29487,75267,19166
29488,77849,74248
29489,98220,67384
29490,79811,51862
29491,67214,76035
29492,22527,25050
29493,46417,83369
29494,16013,95262
29495,58106,38544
29496,33518,67030
29497,90379,18374
29498,91860,74302
29499,89129,38272
29500,20437,81856
29501,8368,49855
29502,33858,51371
29503,96191,60408
29504,76714,98313
29505,64227,19965
